UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,769,131,Replicate Plate MDT_1,1,SRC0001,HTIF00055,A1,HT00033,A1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,770,131,Replicate Plate MDT_1,2,SRC0002,HTIF00055,B1,HT00033,B1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,771,131,Replicate Plate MDT_1,3,SRC0003,HTIF00055,C1,HT00033,C1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,772,131,Replicate Plate MDT_1,4,SRC0004,HTIF00055,D1,HT00033,D1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,773,131,Replicate Plate MDT_1,5,SRC0005,HTIF00055,E1,HT00033,E1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,774,131,Replicate Plate MDT_1,6,SRC0006,HTIF00055,F1,HT00033,F1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,775,131,Replicate Plate MDT_1,7,SRC0007,HTIF00055,G1,HT00033,G1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,776,131,Replicate Plate MDT_1,8,SRC0008,HTIF00055,H1,HT00033,H1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,777,131,Replicate Plate MDT_1,9,SRC0009,HTIF00055,I1,HT00033,I1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,778,131,Replicate Plate MDT_1,10,SRC0010,HTIF00055,J1,HT00033,J1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,779,131,Replicate Plate MDT_1,11,SRC0011,HTIF00055,K1,HT00033,K1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,780,131,Replicate Plate MDT_1,12,SRC0012,HTIF00055,L1,HT00033,L1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,781,131,Replicate Plate MDT_1,13,SRC0013,HTIF00055,M1,HT00033,M1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,782,131,Replicate Plate MDT_1,14,SRC0014,HTIF00055,N1,HT00033,N1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,783,131,Replicate Plate MDT_1,15,SRC0015,HTIF00055,O1,HT00033,O1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,784,131,Replicate Plate MDT_1,16,SRC0016,HTIF00055,P1,HT00033,P1,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,785,131,Replicate Plate MDT_1,17,SRC0017,HTIF00055,A2,HT00033,A2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,786,131,Replicate Plate MDT_1,18,SRC0018,HTIF00055,B2,HT00033,B2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,787,131,Replicate Plate MDT_1,19,SRC0019,HTIF00055,C2,HT00033,C2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,788,131,Replicate Plate MDT_1,20,SRC0020,HTIF00055,D2,HT00033,D2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,789,131,Replicate Plate MDT_1,21,SRC0021,HTIF00055,E2,HT00033,E2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,790,131,Replicate Plate MDT_1,22,SRC0022,HTIF00055,F2,HT00033,F2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,791,131,Replicate Plate MDT_1,23,SRC0023,HTIF00055,G2,HT00033,G2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,792,131,Replicate Plate MDT_1,24,SRC0024,HTIF00055,H2,HT00033,H2,2,,
JANUS,804,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:38:14 PM,793,131,Replicate Plate MDT_1,25,SRC0025,HTIF00055,I2,HT00033,I2,2,,
