UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,769,134,siRNA Dilution Buffer,1,SRC0001,Daughter1_001HT00029,A1,Reservior_001,A1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,770,134,siRNA Dilution Buffer,2,SRC0002,Daughter1_001HT00029,B1,Reservior_001,B1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,771,134,siRNA Dilution Buffer,3,SRC0003,Daughter1_001HT00029,C1,Reservior_001,C1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,772,134,siRNA Dilution Buffer,4,SRC0004,Daughter1_001HT00029,D1,Reservior_001,D1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,773,134,siRNA Dilution Buffer,5,SRC0005,Daughter1_001HT00029,E1,Reservior_001,E1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,774,134,siRNA Dilution Buffer,6,SRC0006,Daughter1_001HT00029,F1,Reservior_001,F1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,775,134,siRNA Dilution Buffer,7,SRC0007,Daughter1_001HT00029,G1,Reservior_001,G1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,776,134,siRNA Dilution Buffer,8,SRC0008,Daughter1_001HT00029,H1,Reservior_001,H1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,777,134,siRNA Dilution Buffer,9,SRC0009,Daughter1_001HT00029,I1,Reservior_001,I1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,778,134,siRNA Dilution Buffer,10,SRC0010,Daughter1_001HT00029,J1,Reservior_001,J1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,779,134,siRNA Dilution Buffer,11,SRC0011,Daughter1_001HT00029,K1,Reservior_001,K1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,780,134,siRNA Dilution Buffer,12,SRC0012,Daughter1_001HT00029,L1,Reservior_001,L1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,781,134,siRNA Dilution Buffer,13,SRC0013,Daughter1_001HT00029,M1,Reservior_001,M1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,782,134,siRNA Dilution Buffer,14,SRC0014,Daughter1_001HT00029,N1,Reservior_001,N1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,783,134,siRNA Dilution Buffer,15,SRC0015,Daughter1_001HT00029,O1,Reservior_001,O1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,784,134,siRNA Dilution Buffer,16,SRC0016,Daughter1_001HT00029,P1,Reservior_001,P1,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,785,134,siRNA Dilution Buffer,17,SRC0017,Daughter1_001HT00029,A2,Reservior_001,A2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,786,134,siRNA Dilution Buffer,18,SRC0018,Daughter1_001HT00029,B2,Reservior_001,B2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,787,134,siRNA Dilution Buffer,19,SRC0019,Daughter1_001HT00029,C2,Reservior_001,C2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,788,134,siRNA Dilution Buffer,20,SRC0020,Daughter1_001HT00029,D2,Reservior_001,D2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,789,134,siRNA Dilution Buffer,21,SRC0021,Daughter1_001HT00029,E2,Reservior_001,E2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,790,134,siRNA Dilution Buffer,22,SRC0022,Daughter1_001HT00029,F2,Reservior_001,F2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,791,134,siRNA Dilution Buffer,23,SRC0023,Daughter1_001HT00029,G2,Reservior_001,G2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,792,134,siRNA Dilution Buffer,24,SRC0024,Daughter1_001HT00029,H2,Reservior_001,H2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,793,134,siRNA Dilution Buffer,25,SRC0025,Daughter1_001HT00029,I2,Reservior_001,I2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,794,134,siRNA Dilution Buffer,26,SRC0026,Daughter1_001HT00029,J2,Reservior_001,J2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,795,134,siRNA Dilution Buffer,27,SRC0027,Daughter1_001HT00029,K2,Reservior_001,K2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,796,134,siRNA Dilution Buffer,28,SRC0028,Daughter1_001HT00029,L2,Reservior_001,L2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,797,134,siRNA Dilution Buffer,29,SRC0029,Daughter1_001HT00029,M2,Reservior_001,M2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,798,134,siRNA Dilution Buffer,30,SRC0030,Daughter1_001HT00029,N2,Reservior_001,N2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,799,134,siRNA Dilution Buffer,31,SRC0031,Daughter1_001HT00029,O2,Reservior_001,O2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,800,134,siRNA Dilution Buffer,32,SRC0032,Daughter1_001HT00029,P2,Reservior_001,P2,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,801,134,siRNA Dilution Buffer,33,SRC0033,Daughter1_001HT00029,A3,Reservior_001,A3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,802,134,siRNA Dilution Buffer,34,SRC0034,Daughter1_001HT00029,B3,Reservior_001,B3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,803,134,siRNA Dilution Buffer,35,SRC0035,Daughter1_001HT00029,C3,Reservior_001,C3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,804,134,siRNA Dilution Buffer,36,SRC0036,Daughter1_001HT00029,D3,Reservior_001,D3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,805,134,siRNA Dilution Buffer,37,SRC0037,Daughter1_001HT00029,E3,Reservior_001,E3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,806,134,siRNA Dilution Buffer,38,SRC0038,Daughter1_001HT00029,F3,Reservior_001,F3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,807,134,siRNA Dilution Buffer,39,SRC0039,Daughter1_001HT00029,G3,Reservior_001,G3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,808,134,siRNA Dilution Buffer,40,SRC0040,Daughter1_001HT00029,H3,Reservior_001,H3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,809,134,siRNA Dilution Buffer,41,SRC0041,Daughter1_001HT00029,I3,Reservior_001,I3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,810,134,siRNA Dilution Buffer,42,SRC0042,Daughter1_001HT00029,J3,Reservior_001,J3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,811,134,siRNA Dilution Buffer,43,SRC0043,Daughter1_001HT00029,K3,Reservior_001,K3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,812,134,siRNA Dilution Buffer,44,SRC0044,Daughter1_001HT00029,L3,Reservior_001,L3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,813,134,siRNA Dilution Buffer,45,SRC0045,Daughter1_001HT00029,M3,Reservior_001,M3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,814,134,siRNA Dilution Buffer,46,SRC0046,Daughter1_001HT00029,N3,Reservior_001,N3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,815,134,siRNA Dilution Buffer,47,SRC0047,Daughter1_001HT00029,O3,Reservior_001,O3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,816,134,siRNA Dilution Buffer,48,SRC0048,Daughter1_001HT00029,P3,Reservior_001,P3,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,817,134,siRNA Dilution Buffer,49,SRC0049,Daughter1_001HT00029,A4,Reservior_001,A4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,818,134,siRNA Dilution Buffer,50,SRC0050,Daughter1_001HT00029,B4,Reservior_001,B4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,819,134,siRNA Dilution Buffer,51,SRC0051,Daughter1_001HT00029,C4,Reservior_001,C4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,820,134,siRNA Dilution Buffer,52,SRC0052,Daughter1_001HT00029,D4,Reservior_001,D4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,821,134,siRNA Dilution Buffer,53,SRC0053,Daughter1_001HT00029,E4,Reservior_001,E4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,822,134,siRNA Dilution Buffer,54,SRC0054,Daughter1_001HT00029,F4,Reservior_001,F4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,823,134,siRNA Dilution Buffer,55,SRC0055,Daughter1_001HT00029,G4,Reservior_001,G4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,824,134,siRNA Dilution Buffer,56,SRC0056,Daughter1_001HT00029,H4,Reservior_001,H4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,825,134,siRNA Dilution Buffer,57,SRC0057,Daughter1_001HT00029,I4,Reservior_001,I4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,826,134,siRNA Dilution Buffer,58,SRC0058,Daughter1_001HT00029,J4,Reservior_001,J4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,827,134,siRNA Dilution Buffer,59,SRC0059,Daughter1_001HT00029,K4,Reservior_001,K4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,828,134,siRNA Dilution Buffer,60,SRC0060,Daughter1_001HT00029,L4,Reservior_001,L4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,829,134,siRNA Dilution Buffer,61,SRC0061,Daughter1_001HT00029,M4,Reservior_001,M4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,830,134,siRNA Dilution Buffer,62,SRC0062,Daughter1_001HT00029,N4,Reservior_001,N4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,831,134,siRNA Dilution Buffer,63,SRC0063,Daughter1_001HT00029,O4,Reservior_001,O4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,832,134,siRNA Dilution Buffer,64,SRC0064,Daughter1_001HT00029,P4,Reservior_001,P4,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,833,134,siRNA Dilution Buffer,65,SRC0065,Daughter1_001HT00029,A5,Reservior_001,A5,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,834,134,siRNA Dilution Buffer,66,SRC0066,Daughter1_001HT00029,B5,Reservior_001,B5,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,835,134,siRNA Dilution Buffer,67,SRC0067,Daughter1_001HT00029,C5,Reservior_001,C5,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,836,134,siRNA Dilution Buffer,68,SRC0068,Daughter1_001HT00029,D5,Reservior_001,D5,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,837,134,siRNA Dilution Buffer,69,SRC0069,Daughter1_001HT00029,E5,Reservior_001,E5,27.6,,
JANUS,573,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 4:06:57 PM,838,134,siRNA Dilution Buffer,70,SRC0070,Daughter1_001HT00029,F5,Reservior_001,F5,27.6,,
