UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,769,144,Replicate Plate MDT_1,1,SRC0001,HTIF00058,A1,HT00021,A1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,770,144,Replicate Plate MDT_1,2,SRC0002,HTIF00058,B1,HT00021,B1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,771,144,Replicate Plate MDT_1,3,SRC0003,HTIF00058,C1,HT00021,C1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,772,144,Replicate Plate MDT_1,4,SRC0004,HTIF00058,D1,HT00021,D1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,773,144,Replicate Plate MDT_1,5,SRC0005,HTIF00058,E1,HT00021,E1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,774,144,Replicate Plate MDT_1,6,SRC0006,HTIF00058,F1,HT00021,F1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,775,144,Replicate Plate MDT_1,7,SRC0007,HTIF00058,G1,HT00021,G1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,776,144,Replicate Plate MDT_1,8,SRC0008,HTIF00058,H1,HT00021,H1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,777,144,Replicate Plate MDT_1,9,SRC0009,HTIF00058,I1,HT00021,I1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,778,144,Replicate Plate MDT_1,10,SRC0010,HTIF00058,J1,HT00021,J1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,779,144,Replicate Plate MDT_1,11,SRC0011,HTIF00058,K1,HT00021,K1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,780,144,Replicate Plate MDT_1,12,SRC0012,HTIF00058,L1,HT00021,L1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,781,144,Replicate Plate MDT_1,13,SRC0013,HTIF00058,M1,HT00021,M1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,782,144,Replicate Plate MDT_1,14,SRC0014,HTIF00058,N1,HT00021,N1,2,,
JANUS,808,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,12/2/2016 9:47:07 AM,783,144,Replicate Plate MDT_1,15,SRC0015,HTIF00058,O1,HT00021,O1,2,,
