GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
701	6	K19	-15.43	1	71	5.61152097684825e-05	1	3	3	100	701	BUB1B	s259	TRUE	TRUE
701	8	K19	-11.52	2	103	5.61152097684825e-05	1	3	3	100	701	BUB1B	s261	TRUE	TRUE
701	7	K19	-10.9	3	110	5.61152097684825e-05	1	3	3	100	701	BUB1B	s260	TRUE	TRUE
4085	8	K14	-19.47	4	63	6.59019602813437e-05	1	3	3	100	4085	MAD2L1	s8393	TRUE	TRUE
4085	6	K14	-12.42	5	94	6.59019602813437e-05	1	3	3	100	4085	MAD2L1	s8391	TRUE	TRUE
4085	7	K14	-10.53	6	116	6.59019602813437e-05	1	3	3	100	4085	MAD2L1	s8392	TRUE	TRUE
983	1	A19	-16.68	7	69	0.000209161891141498	1	3	3	100	983	CDC2	s464	TRUE	TRUE
983	2	A19	-10.66	8	114	0.000209161891141498	1	3	3	100	983	CDC2	s465	TRUE	TRUE
983	3	A19	-4.56	9	170	0.000209161891141498	1	3	3	100	983	CDC2	s463	TRUE	TRUE
1111	2	C03	-9.77	11	119	0.000378816667334093	1	3	3	100	1111	CHEK1	s503	TRUE	TRUE
1111	1	C03	-4.81	12	161	0.000378816667334093	1	3	3	100	1111	CHEK1	s502	TRUE	TRUE
1111	3	C03	-3.85	13	207	0.000378816667334093	1	3	3	100	1111	CHEK1	s504	TRUE	TRUE
128866	6	C07	-13	14	86	0.000500212415127657	1	3	3	100	128866	CHMP4B	s43361	TRUE	TRUE
128866	8	C07	-4.13	15	193	0.000500212415127657	1	3	3	100	128866	CHMP4B	s43363	TRUE	TRUE
128866	7	C07	-3.54	16	227	0.000500212415127657	1	3	3	100	128866	CHMP4B	s43362	TRUE	TRUE
151648	6	D12	-34.28	19	43	0.00119358600833063	1	3	3	100	151648	SGOL1	s45599	TRUE	TRUE
151648	8	D12	-28.16	20	56	0.00119358600833063	1	3	3	100	151648	SGOL1	s45601	TRUE	TRUE
151648	7	D12	-2.58	21	302	0.00119358600833063	1	3	3	100	151648	SGOL1	s45600	TRUE	TRUE
23165	8	D11	-3.8	24	210	0.00200501500969277	1	3	3	100	23165	NUP205	s23177	TRUE	TRUE
23165	6	D11	-2.41	25	326	0.00200501500969277	1	3	3	100	23165	NUP205	s23175	TRUE	TRUE
23165	7	D11	-2.21	26	360	0.00200501500969277	1	3	3	100	23165	NUP205	s23176	TRUE	TRUE
4000	8	G21	-9.65	32	121	0.00359165683533323	1	3	3	100	4000	LMNA	s8223	TRUE	TRUE
4000	6	G21	-3.4	33	240	0.00359165683533323	1	3	3	100	4000	LMNA	s8221	TRUE	TRUE
4000	7	G21	-1.84	34	437	0.00359165683533323	1	3	3	100	4000	LMNA	s8222	TRUE	TRUE
5885	7	O05	-3.77	37	212	0.00421802446871507	1	3	3	100	5885	RAD21	s11726	TRUE	TRUE
5885	8	O05	-1.93	38	416	0.00421802446871507	1	3	3	100	5885	RAD21	s11727	TRUE	TRUE
5885	6	O05	-1.74	39	460	0.00421802446871507	1	3	3	100	5885	RAD21	s11725	TRUE	TRUE
5111	6	M18	-3.44	41	235	0.00488289272099812	1	3	3	100	5111	PCNA	s10133	TRUE	TRUE
5111	8	M18	-1.87	42	425	0.00488289272099812	1	3	3	100	5111	PCNA	s10135	TRUE	TRUE
5111	7	M18	-1.65	43	481	0.00488289272099812	1	3	3	100	5111	PCNA	s10134	TRUE	TRUE
113130	7	A07	-27.58	50	57	0.00677224570825093	1	2	3	67	113130	CDCA5	s41425	TRUE	TRUE
113130	6	A07	-6.34	51	138	0.00677224570825093	1	2	3	67	113130	CDCA5	s41424	TRUE	TRUE
5685	6	I04	-4.71	63	166	0.01068167032445	1	3	3	100	5685	PSMA4	s230029	TRUE	TRUE
5685	7	I04	-4.41	64	176	0.01068167032445	1	3	3	100	5685	PSMA4	s230030	TRUE	TRUE
5685	8	I04	-1.21	65	627	0.01068167032445	1	3	3	100	5685	PSMA4	s230031	FALSE	TRUE
57132	8	N17	-12.5	66	92	0.0108357307821314	1	3	3	100	57132	CHMP1B	s32753	TRUE	TRUE
57132	6	N17	-1.59	67	501	0.0108357307821314	1	3	3	100	57132	CHMP1B	s32751	TRUE	TRUE
57132	7	N17	-1.2	68	631	0.0108357307821314	1	3	3	100	57132	CHMP1B	s32752	FALSE	TRUE
84759	4	G08	-6.74	70	135	0.0109912654926133	1	3	3	100	84759	PCGF1	s39408	TRUE	TRUE
84759	5	G08	-2.61	71	295	0.0109912654926133	1	3	3	100	84759	PCGF1	s39409	TRUE	TRUE
84759	5	H07	-1.19	72	633	0.0109912654926133	1	3	3	100	84759	PCGF1	s39410	FALSE	TRUE
10592	7	A13	-7.34	80	133	0.0136258452101912	1	3	3	100	10592	SMC2	s20794	TRUE	TRUE
10592	8	A13	-1.71	81	470	0.0136258452101912	1	3	3	100	10592	SMC2	s20795	TRUE	TRUE
10592	6	A13	-1.08	82	681	0.0136258452101912	1	3	3	100	10592	SMC2	s20793	FALSE	TRUE
9212	2	E06	-19.96	83	61	0.0136860477663482	1	3	3	100	9212	AURKB	s17611	TRUE	TRUE
9212	1	E06	-13.24	84	82	0.0136860477663482	1	3	3	100	9212	AURKB	s17612	TRUE	TRUE
9212	3	E06	-1.08	85	682	0.0136860477663482	1	3	3	100	9212	AURKB	s17613	FALSE	TRUE
57680	4	N09	-5.45	93	146	0.0148638353488576	1	3	3	100	57680	CHD8	s33582	TRUE	TRUE
