plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
8	62	3.45	C14	sample	sample	0.977253704185	0.976440661201	0.976847182693	-0.000813042983999979	1.02	1.02	1.181	5.726	88	ACTN2	s970
4	244	3.38	K04	sample	sample	0.964989701178	0.967546643337	0.9662681722575	0.00255694215900004	1.01	1.01	3.807	2.944	10075	HUWE1	s19595
2	29	3.2	B05	sample	sample	0.976229583041	0.97798997067	0.9771097768555	0.00176038762899999	1.02	1.02	1.862	4.545	26013	L3MBTL	s24934
5	329	2.92	N17	sample	sample	0.96852088668	0.966982644772	0.967751765726	-0.001538241908	1.01	1.01	2.841	2.99	114803	MYSM1	s41641
4	293	2.81	M05	sample	sample	0.981171105852	0.977659702519	0.9794154041855	-0.00351140333299993	1.02	1.02	3.289	2.333	57649	PHF12	s33519
1	325	2.79	N13	sample	sample	0.974133256916	0.974314893994	0.974224075455	0.000181637078000008	1.02	1.01	2.935	2.652	79595	SAP130	s35881
4	59	2.74	C11	sample	sample	0.981518763499	0.972103610283	0.976811186891	-0.00941515321600006	1.02	1.01	3.848	1.626	10285	SMNDC1	s20102
1	315	2.65	N03	sample	sample	0.971334315515	0.96982958876	0.9705819521375	-0.00150472675500002	1.01	1.01	2.453	2.85	63978	PRDM14	s34354
8	132	2.64	F12	sample	sample	0.97517879371	0.971648665744	0.973413729727	-0.00353012796600005	1.02	1.02	2.892	2.378	25909	AHCTF1	s24729
5	153	2.62	G09	sample	sample	0.977342052192	0.975349184988	0.97634561859	-0.00199286720399994	1.02	1.02	2.737	2.496	26122	EPC2	s25126
4	292	2.57	M04	sample	sample	0.960354770811	0.969075956658	0.9647153637345	0.00872118584699999	1	1.01	2.689	2.448	54880	BCOR	s226796
2	145	2.56	G01	sample	sample	0.96803848181	0.971829412234	0.969933947022	0.00379093042400003	1.01	1.01	2.329	2.791	3065	HDAC1	s74
8	86	2.54	D14	sample	sample	0.969834697044	0.963557163648	0.966695930346	-0.00627753339600001	1.01	1.01	0.606	4.475	29843	SENP1	s26616
3	217	2.49	J01	sample	sample	0.973463705749	0.974795450641	0.974129578195	0.00133174489200005	1.01	1.01	2.259	2.72	55683	KIAA1310	s31242
8	7	2.43	A07	sample	sample	0.977263033721	0.968035324674	0.9726491791975	-0.00922770904699999	1.02	1.01	3.068	1.787	113130	CDCA5	s41426
5	112	2.39	E16	sample	sample	0.974031235103	0.976140078759	0.975085656931	0.00210884365599995	1.02	1.02	1.845	2.935	6045	RNF2	s12068
8	136	2.39	F16	sample	sample	0.964405816133	0.966659971448	0.9655328937905	0.00225415531499995	1	1.01	2.052	2.718	26168	SENP3	s25210
3	243	2.38	K03	sample	sample	0.972726507323	0.973213456311	0.972969981817	0.000486948987999947	1.01	1.01	2.477	2.292	5897	RAG2	s11755
4	250	2.35	K10	sample	sample	0.969702247779	0.972832224403	0.971267236091	0.00312997662399994	1.01	1.01	2.236	2.458	23326	USP22	s23566
8	302	2.34	M14	sample	sample	0.968960226772	0.964321782416	0.966641004594	-0.00463844435600003	1.01	1.01	0.066	4.616	27127	SMC1B	s25866
6	6	2.3	A06	sample	sample	0.957012057489	0.960094641736	0.9585533496125	0.00308258424700003	0.999	1	2.591	2.006	84790	TUBA1C	s39431
4	21	2.29	A21	sample	sample	0.97163674635	0.970924195652	0.971280471001	-0.000712550697999914	1.01	1.01	2.036	2.541	9513	FXR2	s18243
3	171	2.21	H03	sample	sample	0.97182149728	0.975342599041	0.9735820481605	0.00352110176099996	1.01	1.01	2	2.424	54904	WHSC1L1	s29725
1	228	2.21	J12	sample	sample	0.973007282371	0.975267428175	0.974137355273	0.00226014580400002	1.01	1.01	2.139	2.282	142	PARP1	s1097
4	33	2.19	B09	sample	sample	0.968469787821	0.973610333362	0.9710400605915	0.00514054554099996	1.01	1.01	1.904	2.473	8467	SMARCA5	s16083
3	67	2.15	C19	sample	sample	0.979938803965	0.977403006209	0.978670905087	-0.00253579775599999	1.02	1.02	2.568	1.736	2033	EP300	s4695
1	149	2.13	G05	sample	sample	0.970150706971	0.976981269377	0.973565988174	0.006830562406	1.01	1.02	1.995	2.257	3070	HELLS	s6505
7	326	2.12	N14	sample	sample	0.97160188283	0.970666688337	0.9711342855835	-0.000935194493000058	1.02	1.02	2.088	2.16	6844	VAMP2	s13668
4	31	2.12	B07	sample	sample	0.972790996275	0.973362494916	0.9730767455955	0.000571498641000034	1.01	1.01	2.011	2.233	8208	CHAF1B	s15704
6	89	2.1	D17	sample	sample	0.973277278772	0.971446962969	0.9723621208705	-0.00183031580299997	1.02	1.01	2.255	1.952	205564	SENP5	s47562
4	149	2.09	G05	sample	sample	0.967833689089	0.969558799032	0.9686962440605	0.00172510994300001	1.01	1.01	2.247	1.93	23512	SUZ12	s23967
8	133	2.05	F13	sample	sample	0.967918103854	0.970190419521	0.9690542616875	0.00227231566700004	1.01	1.02	1.868	2.229	5355	PLP2	s10680
1	5	2.04	A05	sample	sample	0.968140286926	0.966393204535	0.9672667457305	-0.00174708239099997	1.01	1.01	2.585	1.495	472	ATM	s1710
7	286	2.04	L22	sample	sample	0.969784694324	0.970414945822	0.970099820073	0.000630251498000001	1.01	1.02	1.855	2.217	79041	TMEM38A	s35472
2	368	2.03	P08	sample	sample	0.971643894549	0.971287170569	0.971465532559	-0.000356723979999973	1.01	1.01	1.849	2.208	6604	SMARCD3	s13158
7	69	2.01	C21	sample	sample	0.974021619783	0.972188617553	0.973105118668	-0.00183300222999994	1.02	1.02	2.014	2.006	8794	TNFRSF10C	s16754
3	369	2.01	P09	sample	sample	0.97123317754	0.971982624537	0.9716079010385	0.00074944699699997	1.01	1.01	1.525	2.489	79903	NAA60	s36613
2	347	1.97	O11	sample	sample	0.978020642718	0.96071975506	0.969370198889	-0.0173008876580001	1.02	1	3.252	0.679	7404	UTY	s14740
5	249	1.96	K09	sample	sample	0.968159771483	0.973992754036	0.9710762627595	0.00583298255300002	1.01	1.02	1.35	2.562	55677	IWS1	s31230
6	76	1.93	D04	sample	sample	0.965989991544	0.968142924432	0.967066457988	0.002152932888	1.01	1.01	2.102	1.767	100101267	POM121C	s230423
6	115	1.93	E19	sample	sample	0.968905448722	0.973423193364	0.971164321043	0.00451774464199994	1.01	1.02	1.803	2.065	9748	SLK	s18812
2	349	1.93	O13	sample	sample	0.969958163994	0.97654714568	0.973252654837	0.00658898168599997	1.01	1.02	1.224	2.633	7443	VRK1	s14822
4	285	1.93	L21	sample	sample	0.973949845649	0.970205426577	0.972077636113	-0.00374441907199996	1.01	1.01	1.96	1.897	57117	INTS12	s32714
8	38	1.91	B14	sample	sample	0.963337565116	0.955299713614	0.959318639365	-0.00803785150199998	1	1	0.093	3.737	84065	TMEM222	s38437
