ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A1	1	1	1	1	480	13.5895833333	0.00350990266054	0.297916666667	2.31378862338e-05	63.8895833333	0.00652435664197	2.33333333333	0.00187650584218	194.308674999	0.954910678461	12.2197626451	18.7280114499	0.654066111923	861.599711479	565.867857286	30	http://156.40.30.252/browse/measurement/2487/well=1.1
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A2	1	2	1	1	574	9.78222996516	0.00158285078772	0.216027874564	1.86834345493e-05	60.3902439024	0.00563300369764	2.23693379791	0.00195019603297	184.436475477	0.942857756989	11.6949611328	18.4621576601	0.634729074774	858.784810577	543.847083997	30	http://156.40.30.252/browse/measurement/2487/well=1.2
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A3	1	3	1	1	372	9.4623655914	0.0017439366772	0.204301075269	1.31787074501e-05	65.7069892473	0.00488645460975	2.44086021505	0.00180052427599	212.923060376	0.953642014454	12.8485449054	19.661269684	0.657699512152	1085.66488259	722.739387017	30	http://156.40.30.252/browse/measurement/2487/well=1.3
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A4	1	4	1	1	462	33.7510822511	0.0101390274722	0.748917748918	5.67652465561e-05	59.1558441558	0.00400877614962	2.21212121212	0.0016350608207	207.044970442	0.932252721967	12.0102381157	20.3894622747	0.592945052851	987.794167112	628.619215518	30	http://156.40.30.252/browse/measurement/2487/well=1.4
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A5	1	5	1	1	563	4.85790408526	0.000555844888373	0.108348134991	9.62720472556e-06	68.5150976909	0.00549068994826	2.55772646536	0.0020879495679	189.561771902	0.959437480265	11.9928815473	18.6292374115	0.646213753252	971.82523293	593.731156766	30	http://156.40.30.252/browse/measurement/2487/well=1.5
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A6	1	6	1	1	408	301.708333333	0.0460068168601	6.89950980392	0.000464175219219	118.784313725	0.0100559902155	4.43382352941	0.00362889204745	196.911515886	0.959157734599	12.6804723418	18.4405040195	0.691686359376	1039.99997831	662.840429753	30	http://156.40.30.252/browse/measurement/2487/well=1.6
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A7	1	7	1	1	398	6.77638190955	0.000913732107379	0.150753768844	9.80836973111e-06	55.0376884422	0.0041626278053	2.0351758794	0.00155582054741	208.710365819	0.945799840481	12.479437247	19.5336061563	0.640296788097	962.254900198	605.255357765	30	http://156.40.30.252/browse/measurement/2487/well=1.7
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A8	1	8	1	1	590	4.46271186441	0.000832067340222	0.0983050847458	7.94775525575e-06	70.6220338983	0.00626481223613	2.61525423729	0.00216943347254	184.672946273	0.957664077961	11.946715129	18.219720998	0.658164405274	930.47220326	579.535426697	30	http://156.40.30.252/browse/measurement/2487/well=1.8
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A9	1	9	1	1	665	5.35187969925	0.000964546693552	0.118796992481	1.25220276105e-05	62	0.00519329289605	2.30676691729	0.00204967689081	173.858159875	0.95719917094	11.5927145597	17.6185031928	0.661485500816	903.20299901	540.281662244	30	http://156.40.30.252/browse/measurement/2487/well=1.9
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A10	1	10	1	1	435	75.4666666667	0.0243212610295	1.62068965517	0.000122173653655	104.885057471	0.00820239313166	3.9816091954	0.00317070208538	206.153508958	0.910546900686	12.3174665138	19.3230510224	0.642786692588	985.86237768	581.746903865	30	http://156.40.30.252/browse/measurement/2487/well=1.10
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A11	1	11	1	1	649	11.4175654854	0.00331151914641	0.248073959938	2.57669441776e-05	56.3405238829	0.0046068398784	2.09861325116	0.00185704727843	178.975241672	0.95355423246	11.6718780793	17.9889744529	0.650060513645	791.378608945	498.933530737	30	http://156.40.30.252/browse/measurement/2487/well=1.11
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A12	1	12	1	1	701	5.2482168331	0.00133428067578	0.114122681883	1.16885758811e-05	59.2225392297	0.00548547441928	2.19258202568	0.00200871056643	171.663096179	0.952275959896	11.4896717573	17.5629492971	0.657191792648	841.74304834	504.445958964	30	http://156.40.30.252/browse/measurement/2487/well=1.12
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A13	1	13	1	1	350	23.6342857143	0.00460614821178	0.505714285714	3.28545840921e-05	70.14	0.0060445171042	2.58571428571	0.00210935740724	194.176079218	0.940479834856	12.0621969478	18.7904238465	0.644455738301	934.206297115	624.447586687	30	http://156.40.30.252/browse/measurement/2487/well=1.13
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A14	1	14	1	1	474	14.694092827	0.00332693054552	0.320675105485	2.28715014176e-05	63.6793248945	0.00441886263686	2.35654008439	0.00179679468007	200.57502928	0.959917932339	12.6641824985	18.6951838114	0.68056209904	862.154342158	582.959782715	30	http://156.40.30.252/browse/measurement/2487/well=1.14
160823_hEpigenetics_Rep1	2044	HTIF00010_2	2561	2016-08-30T10:34:40Z	2487	A15	1	15	1	1	364	5.63186813187	0.000447511677536	0.129120879121	7.07817912633e-06	58.5824175824	0.00441002186146	2.15934065934	0.00164898100513	204.099301219	0.963588672586	12.8671571663	18.7247616457	0.689991878977	789.651232227	650.725660109	30	http://156.40.30.252/browse/measurement/2487/well=1.15
