ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A1	1	1	1	1	412	7.31553398058	0.0011574239553	0.162621359223	1.02273386077e-05	65.3009708738	0.00556657870521	2.45873786408	0.00188459365596	198.650020221	0.958424080319	12.7062305897	18.4529313212	0.692902981757	938.458008921	550.467745917	30	http://156.40.30.252/browse/measurement/2481/well=1.1
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A2	1	2	1	1	512	28.09765625	0.00724631993604	0.615234375	5.31567432586e-05	98.30078125	0.0094325494373	3.640625	0.00297360666121	190.142239308	0.953217691509	12.3466491773	18.1323873147	0.684263570236	989.502495038	587.154133772	30	http://156.40.30.252/browse/measurement/2481/well=1.2
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A3	1	3	1	1	576	6.72395833333	0.00145723603443	0.149305555556	1.33319183233e-05	87.5364583333	0.00767531868447	3.28645833333	0.00284740669724	187.64172624	0.95067591006	11.8173942002	18.6700096905	0.637111808152	980.170695603	593.239508134	30	http://156.40.30.252/browse/measurement/2481/well=1.3
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A4	1	4	1	1	632	6.4082278481	0.00162152731388	0.14082278481	1.32283743279e-05	50.3275316456	0.00440220136209	1.85759493671	0.00159301601624	176.704583477	0.952910499878	11.5880144532	17.9318863174	0.649189386121	878.358506456	517.631677931	30	http://156.40.30.252/browse/measurement/2481/well=1.4
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A5	1	5	1	1	507	4.13609467456	0.000337337572811	0.0927021696252	7.37769985226e-06	52.3944773176	0.00391292229662	1.94082840237	0.00153123316338	194.628955164	0.968140286926	12.6735282484	18.2049178555	0.698715181273	989.32189104	603.005591028	30	http://156.40.30.252/browse/measurement/2481/well=1.5
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A6	1	6	1	1	312	5.6858974359	0.00075167078223	0.125	7.11245272477e-06	96.6602564103	0.00956888057793	3.5608974359	0.0029230774075	198.096363746	0.947805077942	12.3899881412	18.8459684951	0.661844494153	1035.83857329	703.97705551	30	http://156.40.30.252/browse/measurement/2481/well=1.6
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A7	1	7	1	1	608	2.62335526316	0.000310374980145	0.0575657894737	5.86937864297e-06	117.758223684	0.0140860795578	4.42269736842	0.00468484383538	152.473495086	0.943519065775	10.7188630137	16.5414594278	0.651506350745	961.506280521	591.526088388	30	http://156.40.30.252/browse/measurement/2481/well=1.7
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A8	1	8	1	1	617	3.57698541329	0.000472131445476	0.0810372771475	6.71311477393e-06	65.2917341977	0.00535565304189	2.41977309562	0.00202436087102	181.639586315	0.963357055025	11.9705420338	17.9005397583	0.671130693844	863.136952815	556.733854531	30	http://156.40.30.252/browse/measurement/2481/well=1.8
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A9	1	9	1	1	616	46.8425324675	0.0191076308543	1.00162337662	9.35052350415e-05	64.7775974026	0.00532043757732	2.4025974026	0.00209513102836	176.732744981	0.945924991872	11.4172750035	18.166527166	0.632187450596	700.786967957	475.524992877	30	http://156.40.30.252/browse/measurement/2481/well=1.9
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A10	1	10	1	1	565	8.70973451327	0.00169095662833	0.187610619469	1.70819971446e-05	24.6884955752	0.00167815799241	0.927433628319	0.00078672381279	184.540255071	0.960583029357	11.9966146009	18.1668034355	0.662589737421	703.254850247	506.818166547	30	http://156.40.30.252/browse/measurement/2481/well=1.10
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A11	1	11	1	1	621	3.43156199678	0.000500691845883	0.0756843800322	6.41618905901e-06	56.6312399356	0.00495628488021	2.08534621578	0.00178757050123	177.883982033	0.957720891321	11.7490286511	17.8461214218	0.661203259024	843.986331506	550.759537092	30	http://156.40.30.252/browse/measurement/2481/well=1.11
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A12	1	12	1	1	663	2.88084464555	0.000615203702095	0.0633484162896	6.48324781813e-06	53.2760180995	0.00503130513049	1.95475113122	0.00170832524187	176.256390289	0.952839374385	11.5181792621	18.0367250365	0.641909469982	832.300332495	532.509162311	30	http://156.40.30.252/browse/measurement/2481/well=1.12
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A13	1	13	1	1	632	2.78164556962	0.00039640046932	0.0617088607595	5.7456270376e-06	84.5712025316	0.0118639812811	3.10601265823	0.00325327134202	149.556407773	0.948544521222	10.6178612703	16.4444203091	0.64722431833	820.852159635	522.683787044	30	http://156.40.30.252/browse/measurement/2481/well=1.13
160823_hEpigenetics_Rep1	2044	HTIF00001	2555	2016-08-23T14:30:56Z	2481	A14	1	14	1	1	608	3.64144736842	0.000693474969731	0.0773026315789	7.13237086282e-06	63.5838815789	0.00536391091166	2.35526315789	0.00199259667706	178.864909405	0.95939398851	11.8041121676	17.9027733286	0.661914008617	897.354938216	592.422328848	30	http://156.40.30.252/browse/measurement/2481/well=1.14
