ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A1	1	1	1	1	619	4.70920840065	0.000833475954819	0.10662358643	1.11437457779e-05	56.0597738288	0.00802643676253	2.06300484653	0.00214705897013	153.440828463	0.945917278257	10.6622235916	16.8480638546	0.633882799465	996.738222019	535.468258707	30	http://156.40.30.252/browse/measurement/2482/well=1.1
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A2	1	2	1	1	642	3.17757009346	0.000473332341576	0.0700934579439	6.47371859571e-06	72.0062305296	0.00707837453147	2.66510903427	0.0024142431754	177.458675442	0.946325664381	11.4053065492	18.259337189	0.628362479682	795.827090822	486.243349152	30	http://156.40.30.252/browse/measurement/2482/well=1.2
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A3	1	3	1	1	350	12.3428571429	0.00178340822013	0.274285714286	1.70417745197e-05	44.7628571429	0.00376264743901	1.64571428571	0.00123887109567	202.627156496	0.957417753459	12.5350081532	18.8813469994	0.665918250685	943.950115185	581.073774077	30	http://156.40.30.252/browse/measurement/2482/well=1.3
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A4	1	4	1	1	379	10.6385224274	0.00186611172924	0.23746701847	1.85303860223e-05	70.1081794195	0.00632608449166	2.59366754617	0.00217248156786	188.097672408	0.951715245511	12.2459909401	18.1603357611	0.678814919678	1127.13096041	671.119472954	30	http://156.40.30.252/browse/measurement/2482/well=1.4
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A5	1	5	1	1	670	7.76119402985	0.00195240327062	0.167164179104	1.51336715022e-05	48.9208955224	0.0039505805802	1.82835820896	0.00158769282041	180.32374091	0.951037799172	11.699542877	18.055376612	0.650171206729	707.515938811	421.426847392	30	http://156.40.30.252/browse/measurement/2482/well=1.5
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A6	1	6	1	1	572	70.7272727273	0.0245481573519	1.52972027972	0.000134452905569	88.2604895105	0.0080246443993	3.2972027972	0.00282534099965	184.32288936	0.95922519892	12.0855363486	17.9864595485	0.673668342074	853.259568361	528.896919458	30	http://156.40.30.252/browse/measurement/2482/well=1.6
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A7	1	7	1	1	680	4.43235294118	0.000694257074768	0.0985294117647	9.8398179343e-06	50.2220588235	0.00453824322935	1.86470588235	0.00170187262843	169.659661272	0.955055513221	11.4027212809	17.5098991235	0.654202450893	777.923242796	489.047002035	30	http://156.40.30.252/browse/measurement/2482/well=1.7
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A8	1	8	1	1	648	4.58333333333	0.000641820012397	0.101851851852	9.14857476294e-06	65.1604938272	0.0064053386226	2.40432098765	0.00207501702478	180.759893039	0.953497891555	11.6724130339	18.2523676794	0.642446701267	956.140769418	572.50621044	30	http://156.40.30.252/browse/measurement/2482/well=1.8
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A9	1	9	1	1	664	4.43072289157	0.00105762123611	0.0978915662651	9.98403272446e-06	47.031626506	0.00417371616848	1.74246987952	0.00155204948012	169.357277857	0.959960433774	11.5060307291	17.3326901561	0.666436411915	811.17684494	498.038615293	30	http://156.40.30.252/browse/measurement/2482/well=1.9
160823_hEpigenetics_Rep1	2044	HTIF00007	2556	2016-08-23T22:13:48Z	2482	A10	1	10	1	1	817	3.18727050184	0.000690958493903	0.0709914320685	8.1854836772e-06	50.6462668299	0.00471462651006	1.89596083231	0.00180580074803	161.720608459	0.958504046722	11.146441073	17.0729087651	0.656042710012	776.598051545	476.450178732	30	http://156.40.30.252/browse/measurement/2482/well=1.10
