GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
4000	8	G21	-3.94	1	3	3.11682626597202e-08	1	3	3	100	4000	LMNA	s8223
4000	6	G21	-3.77	2	4	3.11682626597202e-08	1	3	3	100	4000	LMNA	s8221
4000	7	G21	-3.35	3	10	3.11682626597202e-08	1	3	3	100	4000	LMNA	s8222
57661	4	N07	-5.12	4	1	8.84451400073996e-05	1	2	3	67	57661	PHRF1	s33543
57661	4	M07	-3.06	5	15	8.84451400073996e-05	1	2	3	67	57661	PHRF1	s33542
1387	2	C07	-2.13	6	43	0.000644433700074766	1	3	3	100	1387	CREBBP	s3495
1387	1	C07	-1.62	7	106	0.000644433700074766	1	3	3	100	1387	CREBBP	s3497
1387	3	C07	-1.16	8	247	0.000644433700074766	1	3	3	100	1387	CREBBP	s3496
64327	8	I09	-1.64	10	100	0.00113408217148405	1	3	3	100	64327	LMBR1	s34637
64327	6	I09	-1.36	11	168	0.00113408217148405	1	3	3	100	64327	LMBR1	s34635
64327	7	I09	-1.08	12	294	0.00113408217148405	1	3	3	100	64327	LMBR1	s34636
2033	2	C19	-1.83	13	71	0.0012648169297392	1	3	3	100	2033	EP300	s4697
2033	1	C19	-1.2	14	222	0.0012648169297392	1	3	3	100	2033	EP300	s4696
2033	3	C19	-1.06	15	309	0.0012648169297392	1	3	3	100	2033	EP300	s4695
27314	8	J03	-1.76	16	77	0.00195310982982216	1	3	3	100	27314	RAB30	s26138
27314	6	J03	-1.49	17	132	0.00195310982982216	1	3	3	100	27314	RAB30	s26136
27314	7	J03	-0.98	18	354	0.00195310982982216	1	3	3	100	27314	RAB30	s26137
8417	7	I06	-1.17	20	239	0.00230112685861493	1	3	3	100	8417	STX7	s15979
8417	6	I06	-1.14	21	259	0.00230112685861493	1	3	3	100	8417	STX7	s15978
8417	8	I06	-0.95	22	371	0.00230112685861493	1	3	3	100	8417	STX7	s15980
254013	3	J02	-1.9	24	61	0.00311643146797834	1	3	3	100	254013	C12orf72	s226008
254013	1	J02	-0.91	25	395	0.00311643146797834	1	3	3	100	254013	C12orf72	s226007
254013	2	J02	-0.88	26	416	0.00311643146797834	1	3	3	100	254013	C12orf72	s48479
81550	5	O03	-1.34	27	175	0.00368753273940283	1	3	3	100	81550	TDRD3	s37607
81550	4	P03	-0.97	28	361	0.00368753273940283	1	3	3	100	81550	TDRD3	s37605
81550	4	O03	-0.85	29	441	0.00368753273940283	1	3	3	100	81550	TDRD3	s37606
400966	8	K08	-2.08	31	51	0.00547807514484443	1	2	3	67	400966	RGPD1	s229372
400966	6	K08	-1.54	32	124	0.00547807514484443	1	2	3	67	400966	RGPD1	s53432
124359	5	B13	-1.29	33	196	0.00584427366018871	1	3	3	100	124359	CDYL2	s42725
