plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
8	322	4.96	N10	sample	sample	1955	1394	1674.5	-561	1.91	1.91	5.494	4.424	203547	NA	s47528
5	338	4.1	O02	sample	sample	1432	1212	1322	-220	1.46	1.66	4.749	3.444	151636	DTX3L	s45593
8	162	3.56	G18	sample	sample	1665	1250	1457.5	-415	1.63	1.71	3.439	3.674	55850	USE1	s31660
1	55	3.27	C07	sample	sample	1986	1366	1676	-620	2.05	1.87	3.658	2.878	1387	CREBBP	s3497
3	202	3.11	I10	sample	sample	1045	1854	1449.5	809	1.21	2.76	0.687	5.523	10445	MCRS1	s20434
1	80	3.06	D08	sample	sample	1433	1313	1373	-120	1.48	1.79	2.412	3.7	84444	DOT1L	s39012
4	106	2.94	E10	sample	sample	1234	1257	1245.5	23	1.31	1.82	2.211	3.668	4665	NAB2	s226682
5	219	2.8	J03	sample	sample	1484	1146	1315	-338	1.51	1.57	2.574	3.023	7324	UBE2E1	s561
5	162	2.71	G18	sample	sample	1526	1231	1378.5	-295	1.55	1.68	2.835	2.584	6314	ATXN7	s12494
7	272	2.67	L08	sample	sample	1580	1229	1404.5	-351	1.58	1.67	2.409	2.934	6856	SYPL1	s13692
1	368	2.55	P08	sample	sample	1268	965	1116.5	-303	1.31	1.32	2.306	2.803	6604	SMARCD3	s13159
8	248	2.5	K08	sample	sample	1631	1299	1465	-332	1.6	1.78	2.544	2.458	400966	RGPD1	s229372
6	138	2.49	F18	sample	sample	1559	1370	1464.5	-189	1.51	1.86	2.235	2.753	7466	WFS1	s14856
6	218	2.49	J02	sample	sample	1700	1195	1447.5	-505	1.64	1.62	2.512	2.473	56926	NCLN	s32411
7	296	2.49	M08	sample	sample	1478	1044	1261	-434	1.48	1.41	2.546	2.434	80301	PLEKHO2	s37166
3	120	2.48	E24	silmnb	silmnb	1531	1092	1311.5	-439	1.77	1.63	2.721	2.244	NA	NA	NA
1	37	2.45	B13	sample	sample	1737	1271	1504	-466	1.79	1.74	2.827	2.082	27097	TAF5L	s25810
1	90	2.42	D18	sample	sample	1510	1281	1395.5	-229	1.56	1.75	2.024	2.814	84864	MINA	s39525
1	317	2.39	N05	sample	sample	1396	946	1171	-450	1.44	1.29	2.632	2.15	64324	NSD1	s34630
