GeneID	GeneSymbol	median_score
4000	LMNA	-3.24
23030	KDM4B	-3.065
57132	CHMP1B	-2.59
7994	MYST3	-2.45
64324	NSD1	-2.26
4927	NUP88	-1.85
79823	C2orf34	-1.79
2122	EVI1	-1.76
340061	TMEM173	-1.71
2033	EP300	-1.67
1059	CENPB	-1.62
60	ACTB	-1.61
6604	SMARCD3	-1.51
23492	CBX7	-1.51
6597	SMARCA4	-1.49
6605	SMARCE1	-1.48
29994	BAZ2B	-1.48
57680	CHD8	-1.48
23309	SIN3B	-1.48
8850	KAT2B	-1.47
55585	UBE2Q1	-1.45
7703	PCGF2	-1.44
3703	STT3A	-1.44
55063	ZCWPW1	-1.43
2138	EYA1	-1.42
126668	TDRD10	-1.42
4085	MAD2L1	-1.41
257218	SHPRH	-1.39
4204	MECP2	-1.37
5685	PSMA4	-1.36
6856	SYPL1	-1.35
54617	INO80	-1.35
6314	ATXN7	-1.33
79831	JMJD5	-1.32
11000	SLC27A3	-1.31
26998	FETUB	-1.31
11177	BAZ1A	-1.31
1786	DNMT1	-1.3
23613	ZMYND8	-1.29
84814	PPAPDC3	-1.29
6917	TCEA1	-1.29
8242	JARID1C	-1.28
64327	LMBR1	-1.27
27125	AFF4	-1.23
26007	DAK	-1.23
56341	PRMT8	-1.22
3687	ITGAX	-1.2
51720	UIMC1	-1.19
3431	SP110	-1.19
6839	SUV39H1	-1.16
10490	VTI1B	-1.16
84975	MFSD5	-1.15
7799	PRDM2	-1.13
26038	CHD5	-1.11
93166	PRDM6	-1.1
8021	NUP214	-1.09
400966	RGPD1	-1.08
128866	CHMP4B	-1.07
2146	EZH2	-1.07
25942	SIN3A	-1.07
81550	TDRD3	-1.07
3276	PRMT1	-1.06
55209	SETD5	-1.06
163589	TDRD5	-1.06
203547	NA	-1.05
2289	FKBP5	-1.05
7175	TPR	-1.03
83862	TMEM120A	-1.02
94026	POM121L2	-1.02
5929	RBBP5	-1.02
5630	PRPH	-1.01
4674	NAP1L2	-0.98
7726	TRIM26	-0.98
3937	LCP2	-0.98
9958	USP15	-0.97
80349	WDR61	-0.97
64431	ACTR6	-0.97
25777	SUN2	-0.97
9883	POM121	-0.96
6599	SMARCC1	-0.96
6396	SEC13	-0.95
10982	MAPRE2	-0.95
92421	CHMP4C	-0.94
129401	NUP35	-0.94
80205	CHD9	-0.93
10474	TADA3	-0.92
1642	DDB1	-0.92
7862	BRPF1	-0.92
55193	PBRM1	-0.92
85365	ALG2	-0.91
64598	MOSPD3	-0.91
80854	SETD7	-0.91
8721	EDF1	-0.91
1105	CHD1	-0.9
3717	JAK2	-0.9
8359	HIST1H4A	-0.89
2286	FKBP2	-0.89
11198	SUPT16H	-0.87
3930	LBR	-0.86
6811	STX5	-0.86
84108	PCGF6	-0.83
151194	FAM119A	-0.82
11160	ERLIN2	-0.82
8681	JMJD7-PLA2G4B	-0.81
51780	KDM3B	-0.81
387103	C6orf173	-0.81
9499	MYOT	-0.79
11176	BAZ2A	-0.78
255330	C3orf46	-0.77
79073	TMEM109	-0.77
23516	SLC39A14	-0.77
56262	LRRC8A	-0.77
23512	SUZ12	-0.76
3229	HOXC13	-0.76
80816	ASXL3	-0.76
55904	KMT2E	-0.75
1787	TRDMT1	-0.75
148581	UBE2U	-0.74
56163	RNF17	-0.74
51105	PHF20L1	-0.73
23339	VPS39	-0.73
100137047	JMJD7	-0.73
254013	C12orf72	-0.73
9678	PHF14	-0.73
54491	FAM105A	-0.72
10038	PARP2	-0.72
5563	PRKAA2	-0.71
285877	NA	-0.71
54947	LPCAT2	-0.71
4673	NAP1L1	-0.7
25840	METTL7A	-0.7
90407	TMEM41A	-0.69
114803	MYSM1	-0.69
51111	SUV420H1	-0.68
11262	SP140	-0.68
27097	TAF5L	-0.68
27005	USP21	-0.67
112885	PHF21B	-0.67
10629	TAF6L	-0.67
57337	SENP7	-0.66
255043	TMEM86B	-0.66
2073	ERCC5	-0.66
11097	NUPL2	-0.66
10600	USP16	-0.66
60343	FAM3A	-0.66
1643	DDB2	-0.66
64754	SMYD3	-0.65
84193	SETD3	-0.65
25978	CHMP2B	-0.65
55676	SLC30A6	-0.65
546	ATRX	-0.65
56981	PRDM11	-0.65
3720	JARID2	-0.64
7466	WFS1	-0.63
84444	DOT1L	-0.62
55869	HDAC8	-0.62
7324	UBE2E1	-0.61
8878	SQSTM1	-0.61
10524	KAT5	-0.61
84790	TUBA1C	-0.61
93380	MMGT1	-0.61
9646	CTR9	-0.61
1487	CTBP1	-0.6
54708	MARCH5	-0.6
3622	ING2	-0.6
29774	NA	-0.6
729857	RGPD2	-0.59
6890	TAP1	-0.58
84102	SLC41A2	-0.58
93349	SP140L	-0.58
8520	HAT1	-0.58
9570	GOSR2	-0.57
10054	UBA2	-0.57
59343	SENP2	-0.56
9426	CDY2A	-0.56
6601	SMARCC2	-0.55
23310	NCAPD3	-0.55
10943	MSL3	-0.54
8815	BANF1	-0.54
3836	KPNA1	-0.54
201254	STRA13	-0.54
8019	BRD3	-0.54
22823	MTF2	-0.53
1387	CREBBP	-0.53
29058	TMEM230	-0.52
51322	WAC	-0.52
3895	KTN1	-0.51
80314	EPC1	-0.51
10159	ATP6AP2	-0.51
84717	HDGFRP2	-0.51
2648	KAT2A	-0.51
2222	FDFT1	-0.51
26502	NARF	-0.51
10762	NUP50	-0.5
5903	RANBP2	-0.5
83746	L3MBTL2	-0.5
90523	C6orf142	-0.5
642636	NA	-0.49
154807	VKORC1L1	-0.49
23028	AOF2	-0.49
79828	METTL8	-0.49
151636	DTX3L	-0.48
5902	RANBP1	-0.48
55777	MBD5	-0.47
51097	SCCPDH	-0.47
10857	PGRMC1	-0.47
55170	PRMT6	-0.46
84661	DPY30	-0.46
93973	ACTR8	-0.46
51548	SIRT6	-0.46
93611	FBXO44	-0.46
6810	STX4	-0.45
23135	KDM6B	-0.45
80152	CENPT	-0.45
8760	CDS2	-0.45
23304	UBR2	-0.45
8379	MAD1L1	-0.44
10970	CKAP4	-0.44
9818	NUPL1	-0.44
90780	PYGO2	-0.44
55848	C9orf46	-0.43
6999	TDO2	-0.43
8930	MBD4	-0.43
1488	CTBP2	-0.43
22992	FBXL11	-0.43
9918	NCAPD2	-0.43
5580	PRKCD	-0.43
23511	NUP188	-0.42
25855	BRMS1	-0.42
23780	APOL2	-0.42
9870	AREL1	-0.42
2542	SLC37A4	-0.42
9341	VAMP3	-0.42
147007	TMEM199	-0.42
4152	MBD1	-0.42
10336	PCGF3	-0.41
11107	PRDM5	-0.4
54737	MPHOSPH8	-0.4
54454	ATAD2B	-0.4
51343	FZR1	-0.4
6595	SMARCA2	-0.4
5337	PLD1	-0.39
23522	KAT6B	-0.38
6843	VAMP1	-0.38
23137	SMC5	-0.38
4675	NAP1L3	-0.38
26578	OSTF1	-0.38
84928	TMEM209	-0.38
9688	NUP93	-0.37
100101267	POM121C	-0.37
56926	NCLN	-0.37
57649	PHF12	-0.36
205564	SENP5	-0.36
8473	OGT	-0.36
84759	PCGF1	-0.36
147991	DPY19L3	-0.36
23067	SETD1B	-0.35
57142	RTN4	-0.35
11105	PRDM7	-0.35
92840	REEP6	-0.34
51588	PIAS4	-0.34
84656	NA	-0.34
9869	SETDB1	-0.33
84823	LMNB2	-0.32
79813	EHMT1	-0.32
114882	OSBPL8	-0.32
4255	MGMT	-0.31
23133	PHF8	-0.31
90268	FAM105B	-0.31
51669	TMEM66	-0.31
23468	CBX5	-0.3
