plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
4	6	160.48	A06	sample	sample	6.89950980392	4.19892473118	5.54921726755	-2.70058507274	60.7	29.5	214.547	106.404	112869	CCDC101	s41392
8	102	150.3	E06	sample	sample	20.468	7.40557275542	13.93678637771	-13.06242724458	92.3	27	225.293	75.304	10228	STX6	s19960
1	293	138.01	M05	sample	sample	4.81439393939	4.49270072993	4.65354733466	-0.32169320946	57.2	24.1	186.073	89.942	6598	SMARCB1	s13144
6	127	112.6	F07	sample	sample	21.9519650655	8.34029850746	15.14613178648	-13.61166655804	78.5	27.2	155.07	70.124	11000	SLC27A3	s21657
7	366	93.14	P06	sample	sample	9.61621621622	10.30472103	9.96046862311	0.68850481378	38.7	34.1	91.154	95.132	54968	TMEM70	s29879
7	225	73.18	J09	sample	sample	8.36870026525	7.18525896414	7.776979614695	-1.18344130111	33.7	23.8	80.535	65.833	89	ACTN3	s972
3	326	56.12	N14	sample	sample	2.64285714286	2.05825242718	2.35055478502	-0.58460471568	23	14.9	66.237	46.01	5580	PRKCD	s11098
1	38	54.22	B14	sample	sample	1.16442048518	3.27490039841	2.219660441795	2.11047991323	13.8	17.6	42.764	65.682	83903	GSG2	s38320
8	22	53.33	A22	sample	sample	6.61930294906	3.96073903002	5.29002098954	-2.65856391904	29.8	14.5	69.326	37.33	6843	VAMP1	s13666
5	1	51.57	A01	sample	sample	7.83775811209	6.50617283951	7.1719654758	-1.33158527258	27.9	23.3	44.18	58.96	8028	MLLT10	s15556
2	1	49.18	A01	sample	sample	2.44191919192	1.2265625	1.83424084596	-1.21535669192	24.4	6.75	79.861	18.499	326	AIRE	s1440
6	101	47.37	E05	sample	sample	7.69023569024	5.24764150943	6.468938599835	-2.44259418081	27.5	17.1	52.773	41.958	25777	SUN2	s24465
4	10	46.68	A10	sample	sample	1.62068965517	1.93371757925	1.77720361721	0.31302792408	14.3	13.6	46.64	46.727	115290	FBXO17	s41788
5	133	43.28	F13	sample	sample	5.65665236052	5.12913907285	5.392895716685	-0.52751328767	20.2	18.4	35.814	50.742	6015	RING1	s12036
1	280	35.62	L16	sample	sample	1.01089324619	1.77333333333	1.39211328976	0.76244008714	12	9.51	36.903	34.336	3068	HDGF	s6500
7	9	35.22	A09	sample	sample	4.21097046414	3.85950413223	4.035237298185	-0.35146633191	16.9	12.8	38.432	32.011	79677	SMC6	s36080
3	6	34.95	A06	sample	sample	1.52972027972	1.56712328767	1.548421783695	0.0374030079500001	13.3	11.4	36.727	33.172	8110	DPF3	s15631
6	194	33.11	I02	sample	sample	7.12440191388	2.35648148148	4.74044169768	-4.7679204324	25.5	7.7	48.64	17.586	5573	PRKAR1A	s286
2	141	30.94	F21	sample	sample	1.20982986767	1.17005076142	1.189940314545	-0.0397791062499999	12.1	6.44	40.725	21.154	54790	TET2	s29442
4	361	29.86	P01	sample	sample	1.11919191919	1.53424657534	1.326719247265	0.41505465615	9.84	10.8	25.906	33.809	80816	ASXL3	s37403
