ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A1	1	1	1	1	426	38.5657276995	0.00401752598555	0.884976525822	5.55226893888e-05	96.6713615023	0.0123564073252	3.53755868545	0.00294369313882	193.906103626	0.946883906313	12.0343094626	19.031574045	0.635389180472	882.706385026	671.318293136	30	http://156.40.30.252/browse/measurement/2499/well=1.1
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A2	1	2	1	1	407	119.835380835	0.0297644104226	2.61916461916	0.000172406115241	109.353808354	0.00970303453765	4.0515970516	0.002743232279	242.034329051	0.954581435813	13.8350523174	20.8290780476	0.668390916099	693.013963826	621.126614476	30	http://156.40.30.252/browse/measurement/2499/well=1.2
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A3	1	3	1	1	283	14.0459363958	0.000968010479254	0.321554770318	1.69793392357e-05	65.6007067138	0.00790340593881	2.37455830389	0.00202441045899	183.192199945	0.955662129189	11.8881362171	18.1311663005	0.659740135547	1042.479388	750.990692605	30	http://156.40.30.252/browse/measurement/2499/well=1.3
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A4	1	4	1	1	298	37.755033557	0.00830518098529	0.818791946309	4.70395732254e-05	72	0.00830414100301	2.61744966443	0.00209451480069	198.138066818	0.95649347228	12.5810552274	18.6652867155	0.677744454502	734.748953391	631.745397196	30	http://156.40.30.252/browse/measurement/2499/well=1.4
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A5	1	5	1	1	560	15.6535714286	0.0035585411296	0.346428571429	2.9368680686e-05	30.2482142857	0.00274230779623	1.125	0.000987706483816	179.425457999	0.959181392073	11.8782822188	17.8321573269	0.66910507948	805.863582573	626.434750395	30	http://156.40.30.252/browse/measurement/2499/well=1.5
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A6	1	6	1	1	563	7.52397868561	0.00118189750164	0.166962699822	1.36870493796e-05	52.2397868561	0.00586062826156	1.92539964476	0.00175882504322	176.365934833	0.961813011543	11.8315727617	17.5292070741	0.678484059874	658.742123193	551.900598152	30	http://156.40.30.252/browse/measurement/2499/well=1.6
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A7	1	7	1	1	201	26.4029850746	0.00270856602133	0.597014925373	3.89034753167e-05	107.507462687	0.0176116322346	4.13432835821	0.0044521125835	169.077449661	0.729143684704	9.15303927898	19.523690037	0.491250886834	886.959671566	742.483797976	30	http://156.40.30.252/browse/measurement/2499/well=1.7
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A8	1	8	1	1	326	16.3558282209	0.00119994175397	0.365030674847	1.84534383555e-05	43.1104294479	0.00298660950596	1.58895705521	0.00104956574649	228.544708255	0.951732896329	13.4015334773	20.1600301661	0.667158459748	764.227339485	577.135134518	30	http://156.40.30.252/browse/measurement/2499/well=1.8
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A9	1	9	1	1	237	192.101265823	0.0299483870285	4.21097046414	0.000210354554183	80.3839662447	0.00762630912093	2.94936708861	0.00226360604731	209.585541995	0.933973761747	12.5365925717	19.4734607635	0.648190851375	788.437195273	673.940801972	30	http://156.40.30.252/browse/measurement/2499/well=1.9
160904_hEpigenetics_Rep3	2059	HTIF00019	2573	2016-09-03T22:41:27Z	2499	A10	1	10	1	1	537	11.4487895717	0.00184870754828	0.253258845438	2.10586538702e-05	52.9851024209	0.00597874992871	1.95716945996	0.00188537371037	170.143207603	0.954958914128	11.4328623514	17.4223158383	0.658749440934	641.434379586	597.718208003	30	http://156.40.30.252/browse/measurement/2499/well=1.10
