ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A1	1	1	1	1	437	69.6064073227	0.00704153470741	1.63157894737	0.000115360548836	142.09382151	0.0286014176206	5.22196796339	0.00534533888925	160.018669939	0.912863234384	10.5360616536	17.7097668262	0.599975479104	979.662575262	583.281273113	30	http://156.40.30.252/browse/measurement/2500/well=1.1
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A2	1	2	1	1	228	106.495614035	0.0107975418085	2.45175438596	0.000117791179819	57.7938596491	0.00608267588417	2.09649122807	0.0016194864131	210.328752973	0.925048241489	12.1060973876	20.4267328061	0.596492059608	798.743883805	625.489351668	30	http://156.40.30.252/browse/measurement/2500/well=1.2
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A3	1	3	1	1	574	7.57491289199	0.000745689403615	0.175958188153	1.45945216865e-05	52.3571428571	0.00922086879157	1.95296167247	0.00247512795869	132.01890569	0.922815381736	9.28492924368	16.4067388912	0.571903743397	816.101881803	560.60702614	30	http://156.40.30.252/browse/measurement/2500/well=1.3
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A4	1	4	1	1	471	12.7855626327	0.00148704230742	0.290870488323	2.12357115434e-05	98.4734607219	0.011753956434	3.58174097665	0.00291108713922	194.13789637	0.941837481396	12.0728588305	18.9539796153	0.641287920369	810.700623287	538.9508696	30	http://156.40.30.252/browse/measurement/2500/well=1.4
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A5	1	5	1	1	271	270.900369004	0.0280520117622	6.22509225092	0.000275353273147	65.8376383764	0.00652747533283	2.40590405904	0.00163251450557	231.280776272	0.947664545711	13.4289849946	20.3808358488	0.663155182144	711.519779714	586.620801799	30	http://156.40.30.252/browse/measurement/2500/well=1.5
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A6	1	6	1	1	456	13.0986842105	0.00194792210529	0.289473684211	2.10455430535e-05	47.1907894737	0.00476756186515	1.74561403509	0.00145632338584	190.271573049	0.957012057489	12.3656169855	18.1688677943	0.684026744341	718.780856629	497.909357441	30	http://156.40.30.252/browse/measurement/2500/well=1.6
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A7	1	7	1	1	397	66.4005037783	0.0111612622778	1.49118387909	0.000109021948202	89.3198992443	0.0124687992452	3.30730478589	0.00331232310547	179.456908501	0.8939045887	11.2201657484	18.4689697488	0.615661271134	817.858517311	592.686210206	30	http://156.40.30.252/browse/measurement/2500/well=1.7
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A8	1	8	1	1	466	17.4055793991	0.00190130911739	0.394849785408	2.72780033095e-05	64.7746781116	0.00676572266371	2.35622317597	0.00195663076715	188.766239438	0.939554373777	11.6408376697	19.1256708565	0.613684251034	653.515506518	609.249218785	30	http://156.40.30.252/browse/measurement/2500/well=1.8
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A9	1	9	1	1	397	53.7078085642	0.00676609153037	1.17884130982	6.54239938323e-05	91.9118387909	0.0112671484985	3.33249370277	0.00283052401643	192.093649941	0.949221013358	12.1124818233	18.5772227259	0.654800554088	885.651548327	628.130335797	30	http://156.40.30.252/browse/measurement/2500/well=1.9
160904_hEpigenetics_Rep3	2059	HTIF00016	2574	2016-09-04T14:39:52Z	2500	A10	1	10	1	1	336	84.5625	0.0105957971198	1.87202380952	0.000105451625671	141.723214286	0.0155752746479	5.19642857143	0.00370228460921	226.699686239	0.912342114488	12.3314147801	21.5838965668	0.575726072908	895.46531096	639.870208468	30	http://156.40.30.252/browse/measurement/2500/well=1.10
