ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei Selected - Number of Objects	Nuclei Selected - Total Spot Area - Mean per Well	Nuclei Selected - Relative Spot Intensity - Mean per Well	Nuclei Selected - Number of Spots - Mean per Well	Nuclei Selected - Number of Spots per Area of Ring Region - Mean per Well	Nuclei Selected - Total Spot Area (2) - Mean per Well	Nuclei Selected - Relative Spot Intensity (2) - Mean per Well	Nuclei Selected - Number of Spots (2) - Mean per Well	Nuclei Selected - Number of Spots per Area of Nucleus Region (2) - Mean per Well	Nuclei Selected - Nucleus Area [µm²] - Mean per Well	Nuclei Selected - Nucleus Roundness - Mean per Well	Nuclei Selected - Nucleus Width [µm] - Mean per Well	Nuclei Selected - Nucleus Length [µm] - Mean per Well	Nuclei Selected - Nucleus Ratio Width to Length - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp2Cam1 Mean - Mean per Well	Nuclei Selected - Intensity Nucleus Region Exp3Cam2 Mean - Mean per Well	Number of Analyzed Fields	Link
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A1	1	1	1	1	651	36.3333333333	0.00794130646014	0.831029185868	8.60280703091e-05	100.476190476	0.0167030724485	3.72503840246	0.0042323374909	146.647011783	0.924219759329	10.2010666835	16.741951813	0.613774460335	1032.5437119	690.054299674	30	http://156.40.30.252/browse/measurement/2508/well=1.1
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A2	1	2	1	1	257	59.7392996109	0.00832935575419	1.35019455253	6.55286983525e-05	42.5875486381	0.00350258929757	1.56031128405	0.00103846308221	232.716540328	0.931304852297	13.0673237328	20.9673776751	0.6272196601	1126.86247969	997.103573993	30	http://156.40.30.252/browse/measurement/2508/well=1.2
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A3	1	3	1	1	645	7.63410852713	0.00106571157894	0.176744186047	1.69799072598e-05	34.2186046512	0.00445033351311	1.26976744186	0.00144157553303	142.826238325	0.929889687011	9.83213196763	16.8811029506	0.588719326696	984.70355683	749.525139632	30	http://156.40.30.252/browse/measurement/2508/well=1.3
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A4	1	4	1	1	514	11.1361867704	0.00139477696409	0.25486381323	1.88444155784e-05	67.1634241245	0.00619423158955	2.46498054475	0.00203670120645	191.85280272	0.944768757922	11.9950057982	18.758198826	0.642540793445	1012.47821486	817.105831739	30	http://156.40.30.252/browse/measurement/2508/well=1.4
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A5	1	5	1	1	346	118.156069364	0.0196720444208	2.63583815029	0.000140573969166	54.6271676301	0.00406783707145	2.01734104046	0.0013700113805	227.786396259	0.950027237602	13.2937074376	20.3418584894	0.657774238007	1022.32779502	914.932137722	30	http://156.40.30.252/browse/measurement/2508/well=1.5
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A6	1	6	1	1	428	17.5490654206	0.00275273801461	0.390186915888	2.61312324205e-05	42.2686915888	0.00332679008684	1.57009345794	0.00120965453096	201.660767404	0.960094641736	12.7519668732	18.6629569262	0.686034227778	978.887609141	812.940701502	30	http://156.40.30.252/browse/measurement/2508/well=1.6
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A7	1	7	1	1	521	34.1477927063	0.00689242028072	0.763915547025	6.31555342019e-05	73.7274472169	0.0072449262648	2.77351247601	0.00248092711754	187.915686106	0.900392296783	11.5495625079	18.8989763644	0.620192454849	930.979293911	735.322047104	30	http://156.40.30.252/browse/measurement/2508/well=1.7
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A8	1	8	1	1	527	10.2789373814	0.00151172384207	0.229601518027	1.83353103386e-05	49.3453510436	0.00334663448127	1.83870967742	0.00143420302373	196.058242597	0.950518843249	12.1235962154	19.0893837498	0.639141959024	919.418429101	893.689584004	30	http://156.40.30.252/browse/measurement/2508/well=1.8
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A9	1	9	1	1	498	17.5381526104	0.00223032214377	0.395582329317	2.68277083818e-05	79.4959839357	0.00753496668052	2.91967871486	0.00247754037496	187.444588255	0.953442747514	12.2193465432	18.1124487356	0.676512959741	1036.51287147	843.168491703	30	http://156.40.30.252/browse/measurement/2508/well=1.9
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A10	1	10	1	1	417	33.1846522782	0.00595240609982	0.731414868106	4.92393861315e-05	104.791366906	0.00828033544676	3.88489208633	0.00271814188665	230.777144859	0.917710710569	12.5126352007	21.7443961796	0.579119615408	994.521277529	774.73668458	30	http://156.40.30.252/browse/measurement/2508/well=1.10
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A11	1	11	1	1	326	33.4018404908	0.00502322523398	0.739263803681	3.53409931286e-05	79.6196319018	0.00706263111104	2.94785276074	0.00235316494421	198.234468575	0.944572981884	12.1855532693	18.9904289797	0.648715698784	994.606849805	870.642708334	30	http://156.40.30.252/browse/measurement/2508/well=1.11
160908_hEpigenetics_Rep4	2070	HTIF00017	2582	2016-09-07T20:05:51Z	2508	A12	1	12	1	1	736	5.79755434783	0.000920057336153	0.126358695652	1.30688589259e-05	57.9320652174	0.00591983007619	2.1589673913	0.0020290086724	168.025921632	0.949652151061	11.3421995972	17.2911728224	0.660497603499	661.486951333	559.603290173	30	http://156.40.30.252/browse/measurement/2508/well=1.12
