UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,769,125,Replicate Plate MDT_1,1,SRC0001,HTIF00049,A1,HT00030,A1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,770,125,Replicate Plate MDT_1,2,SRC0002,HTIF00049,B1,HT00030,B1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,771,125,Replicate Plate MDT_1,3,SRC0003,HTIF00049,C1,HT00030,C1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,772,125,Replicate Plate MDT_1,4,SRC0004,HTIF00049,D1,HT00030,D1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,773,125,Replicate Plate MDT_1,5,SRC0005,HTIF00049,E1,HT00030,E1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,774,125,Replicate Plate MDT_1,6,SRC0006,HTIF00049,F1,HT00030,F1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,775,125,Replicate Plate MDT_1,7,SRC0007,HTIF00049,G1,HT00030,G1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,776,125,Replicate Plate MDT_1,8,SRC0008,HTIF00049,H1,HT00030,H1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,777,125,Replicate Plate MDT_1,9,SRC0009,HTIF00049,I1,HT00030,I1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,778,125,Replicate Plate MDT_1,10,SRC0010,HTIF00049,J1,HT00030,J1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,779,125,Replicate Plate MDT_1,11,SRC0011,HTIF00049,K1,HT00030,K1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,780,125,Replicate Plate MDT_1,12,SRC0012,HTIF00049,L1,HT00030,L1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,781,125,Replicate Plate MDT_1,13,SRC0013,HTIF00049,M1,HT00030,M1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,782,125,Replicate Plate MDT_1,14,SRC0014,HTIF00049,N1,HT00030,N1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,783,125,Replicate Plate MDT_1,15,SRC0015,HTIF00049,O1,HT00030,O1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,784,125,Replicate Plate MDT_1,16,SRC0016,HTIF00049,P1,HT00030,P1,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,785,125,Replicate Plate MDT_1,17,SRC0017,HTIF00049,A2,HT00030,A2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,786,125,Replicate Plate MDT_1,18,SRC0018,HTIF00049,B2,HT00030,B2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,787,125,Replicate Plate MDT_1,19,SRC0019,HTIF00049,C2,HT00030,C2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,788,125,Replicate Plate MDT_1,20,SRC0020,HTIF00049,D2,HT00030,D2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,789,125,Replicate Plate MDT_1,21,SRC0021,HTIF00049,E2,HT00030,E2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,790,125,Replicate Plate MDT_1,22,SRC0022,HTIF00049,F2,HT00030,F2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,791,125,Replicate Plate MDT_1,23,SRC0023,HTIF00049,G2,HT00030,G2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,792,125,Replicate Plate MDT_1,24,SRC0024,HTIF00049,H2,HT00030,H2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,793,125,Replicate Plate MDT_1,25,SRC0025,HTIF00049,I2,HT00030,I2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,794,125,Replicate Plate MDT_1,26,SRC0026,HTIF00049,J2,HT00030,J2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,795,125,Replicate Plate MDT_1,27,SRC0027,HTIF00049,K2,HT00030,K2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,796,125,Replicate Plate MDT_1,28,SRC0028,HTIF00049,L2,HT00030,L2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,797,125,Replicate Plate MDT_1,29,SRC0029,HTIF00049,M2,HT00030,M2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,798,125,Replicate Plate MDT_1,30,SRC0030,HTIF00049,N2,HT00030,N2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,799,125,Replicate Plate MDT_1,31,SRC0031,HTIF00049,O2,HT00030,O2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,800,125,Replicate Plate MDT_1,32,SRC0032,HTIF00049,P2,HT00030,P2,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,801,125,Replicate Plate MDT_1,33,SRC0033,HTIF00049,A3,HT00030,A3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,802,125,Replicate Plate MDT_1,34,SRC0034,HTIF00049,B3,HT00030,B3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,803,125,Replicate Plate MDT_1,35,SRC0035,HTIF00049,C3,HT00030,C3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,804,125,Replicate Plate MDT_1,36,SRC0036,HTIF00049,D3,HT00030,D3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,805,125,Replicate Plate MDT_1,37,SRC0037,HTIF00049,E3,HT00030,E3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,806,125,Replicate Plate MDT_1,38,SRC0038,HTIF00049,F3,HT00030,F3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,807,125,Replicate Plate MDT_1,39,SRC0039,HTIF00049,G3,HT00030,G3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,808,125,Replicate Plate MDT_1,40,SRC0040,HTIF00049,H3,HT00030,H3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,809,125,Replicate Plate MDT_1,41,SRC0041,HTIF00049,I3,HT00030,I3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,810,125,Replicate Plate MDT_1,42,SRC0042,HTIF00049,J3,HT00030,J3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,811,125,Replicate Plate MDT_1,43,SRC0043,HTIF00049,K3,HT00030,K3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,812,125,Replicate Plate MDT_1,44,SRC0044,HTIF00049,L3,HT00030,L3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,813,125,Replicate Plate MDT_1,45,SRC0045,HTIF00049,M3,HT00030,M3,2,,
JANUS,806,STEP4auto_siRNA_Stamping_3_Image_Plates.pro,11/30/2016 12:59:28 PM,814,125,Replicate Plate MDT_1,46,SRC0046,HTIF00049,N3,HT00030,N3,2,,
