GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
1111	1	C03	-3.12	1	70	4.59344868302849e-05	1	3	3	100	1111	CHEK1	s502	TRUE	TRUE
1111	2	C03	-2.66	2	79	4.59344868302849e-05	1	3	3	100	1111	CHEK1	s503	TRUE	TRUE
1111	3	C03	-2.39	3	102	4.59344868302849e-05	1	3	3	100	1111	CHEK1	s504	TRUE	TRUE
983	1	A19	-2.6	4	80	0.000167517983433021	1	3	3	100	983	CDC2	s464	TRUE	TRUE
983	2	A19	-2.39	5	103	0.000167517983433021	1	3	3	100	983	CDC2	s465	TRUE	TRUE
983	3	A19	-1.92	6	158	0.000167517983433021	1	3	3	100	983	CDC2	s463	TRUE	TRUE
57062	8	G03	-1.94	8	153	0.000540550140365439	1	3	3	100	57062	DDX24	s32633	TRUE	TRUE
57062	7	G03	-1.71	9	215	0.000540550140365439	1	3	3	100	57062	DDX24	s32632	TRUE	TRUE
57062	6	G03	-1.64	10	233	0.000540550140365439	1	3	3	100	57062	DDX24	s32631	TRUE	TRUE
9730	1	E20	-2.4	11	100	0.000628843075356853	1	3	3	100	9730	VPRBP	s18762	TRUE	TRUE
9730	3	E20	-2.37	12	105	0.000628843075356853	1	3	3	100	9730	VPRBP	s18763	TRUE	TRUE
9730	2	E20	-1.6	13	245	0.000628843075356853	1	3	3	100	9730	VPRBP	s18761	TRUE	TRUE
4085	8	K14	-2.55	16	83	0.00106672859481848	1	3	3	100	4085	MAD2L1	s8393	TRUE	TRUE
4085	7	K14	-1.78	17	192	0.00106672859481848	1	3	3	100	4085	MAD2L1	s8392	TRUE	TRUE
4085	6	K14	-1.47	18	292	0.00106672859481848	1	3	3	100	4085	MAD2L1	s8391	FALSE	TRUE
151648	8	D12	-2.48	41	94	0.00565421504893569	1	3	3	100	151648	SGOL1	s45601	TRUE	TRUE
151648	6	D12	-2.08	42	126	0.00565421504893569	1	3	3	100	151648	SGOL1	s45599	TRUE	TRUE
10228	6	E06	-1.94	48	154	0.00648129996290686	1	3	3	100	10228	STX6	s19958	TRUE	TRUE
10228	8	E06	-1.69	49	220	0.00648129996290686	1	3	3	100	10228	STX6	s19960	TRUE	TRUE
10228	7	E06	-0.99	50	525	0.00648129996290686	1	3	3	100	10228	STX6	s19959	FALSE	TRUE
3065	2	G01	-2.53	72	85	0.0108023029659939	1	3	3	100	3065	HDAC1	s74	TRUE	TRUE
3065	3	G01	-1.86	73	174	0.0108023029659939	1	3	3	100	3065	HDAC1	s75	TRUE	TRUE
5885	7	O05	-1.62	75	239	0.0110318104680888	1	3	3	100	5885	RAD21	s11726	TRUE	TRUE
5885	8	O05	-1.59	76	248	0.0110318104680888	1	3	3	100	5885	RAD21	s11727	TRUE	TRUE
5885	6	O05	-0.85	77	633	0.0110318104680888	1	3	3	100	5885	RAD21	s11725	FALSE	TRUE
160418	6	P10	-2.42	91	98	0.014587155748461	1	3	3	100	160418	TMTC3	s46197	TRUE	TRUE
160418	7	P10	-1.74	92	205	0.014587155748461	1	3	3	100	160418	TMTC3	s46198	TRUE	TRUE
53371	8	P11	-2.14	98	122	0.0152980991444898	1	3	3	100	53371	NUP54	s28726	TRUE	TRUE
53371	6	P11	-1.69	99	221	0.0152980991444898	1	3	3	100	53371	NUP54	s28724	TRUE	TRUE
53371	7	P11	-0.75	100	704	0.0152980991444898	1	3	3	100	53371	NUP54	s28725	FALSE	TRUE
9219	4	B15	-2.06	125	129	0.0198640140440202	1	3	3	100	9219	MTA2	s17631	TRUE	TRUE
9219	4	A15	-1.62	126	240	0.0198640140440202	1	3	3	100	9219	MTA2	s17629	TRUE	TRUE
10498	2	I14	-1.58	134	251	0.0225288942677738	1	2	3	67	10498	CARM1	s20577	TRUE	TRUE
10498	1	I14	-1.57	135	254	0.0225288942677738	1	2	3	67	10498	CARM1	s20579	TRUE	TRUE
158880	4	O04	-2.04	137	135	0.0228729833162648	1	2	3	67	158880	USP51	s46136	TRUE	TRUE
158880	5	O04	-1.56	138	257	0.0228729833162648	1	2	3	67	158880	USP51	s46137	TRUE	TRUE
54556	1	F19	-1.61	149	242	0.0255306906838383	1	3	3	100	54556	ING3	s224303	TRUE	TRUE
54556	2	F19	-1.52	150	270	0.0255306906838383	1	3	3	100	54556	ING3	s29201	TRUE	TRUE
6790	2	M11	-3.03	166	74	0.0290999237628451	1	3	3	100	6790	AURKA	s197	TRUE	TRUE
6790	1	M11	-2.05	167	134	0.0290999237628451	1	3	3	100	6790	AURKA	s196	TRUE	TRUE
6790	3	M11	-0.51	168	874	0.0290999237628451	1	3	3	100	6790	AURKA	s195	FALSE	TRUE
5111	7	M18	-1.82	209	183	0.0392650095205121	1	3	3	100	5111	PCNA	s10134	TRUE	TRUE
5111	6	M18	-1.79	210	191	0.0392650095205121	1	3	3	100	5111	PCNA	s10133	TRUE	TRUE
5111	8	M18	-0.4	211	967	0.0392650095205121	1	3	3	100	5111	PCNA	s10135	FALSE	TRUE
11083	5	E03	-2.52	251	88	0.0498268636255399	1	3	3	100	11083	DIDO1	s225469	TRUE	TRUE
11083	4	E03	-2.5	252	91	0.0498268636255399	1	3	3	100	11083	DIDO1	s21855	TRUE	TRUE
11083	4	F03	-0.32	253	1046	0.0498268636255399	1	3	3	100	11083	DIDO1	s21853	FALSE	TRUE
9212	2	E06	-2.32	267	108	0.0531799754517932	1	3	3	100	9212	AURKB	s17611	TRUE	TRUE
9212	1	E06	-1.55	268	262	0.0531799754517932	1	3	3	100	9212	AURKB	s17612	TRUE	TRUE
