GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
10569	8	N05	-12.12	1	97	5.01081769359437e-05	1	3	3	100	10569	SLU7	s20742
10569	7	N05	-8.43	2	105	5.01081769359437e-05	1	3	3	100	10569	SLU7	s20741
10569	6	N05	-8.41	3	106	5.01081769359437e-05	1	3	3	100	10569	SLU7	s20740
55706	7	B20	-8.18	4	108	0.000146094737829385	1	3	3	100	55706	TMEM48	s31303
55706	6	B20	-4.54	5	139	0.000146094737829385	1	3	3	100	55706	TMEM48	s31302
55706	8	B20	-4	6	151	0.000146094737829385	1	3	3	100	55706	TMEM48	s31304
5685	7	I04	-6.7	7	117	0.000311200557468065	1	3	3	100	5685	PSMA4	s230030
5685	8	I04	-6.51	8	120	0.000311200557468065	1	3	3	100	5685	PSMA4	s230031
5685	6	I04	-3.2	9	194	0.000311200557468065	1	3	3	100	5685	PSMA4	s230029
23165	7	D11	-3.8	11	159	0.000561792350310128	1	3	3	100	23165	NUP205	s23176
23165	6	D11	-3.28	12	190	0.000561792350310128	1	3	3	100	23165	NUP205	s23175
23165	8	D11	-2.78	13	236	0.000561792350310128	1	3	3	100	23165	NUP205	s23177
57661	4	N07	-28.01	14	20	0.000600825404580984	1	3	3	100	57661	PHRF1	s33543
57661	4	M07	-20.42	15	41	0.000600825404580984	1	3	3	100	57661	PHRF1	s33542
701	8	K19	-3.92	16	154	0.00102334133425406	1	3	3	100	701	BUB1B	s261
701	6	K19	-2.8	17	231	0.00102334133425406	1	3	3	100	701	BUB1B	s259
701	7	K19	-2.36	18	286	0.00102334133425406	1	3	3	100	701	BUB1B	s260
9682	3	E18	-42.9	19	2	0.00104488483740446	1	3	3	100	9682	KDM4A	s18637
9682	1	E18	-3.48	20	175	0.00104488483740446	1	3	3	100	9682	KDM4A	s18635
9682	2	E18	-2.32	21	290	0.00104488483740446	1	3	3	100	9682	KDM4A	s18636
983	3	A19	-22.08	23	32	0.00164207913938559	1	3	3	100	983	CDC2	s463
983	2	A19	-6.15	24	122	0.00164207913938559	1	3	3	100	983	CDC2	s465
983	1	A19	-2.02	25	336	0.00164207913938559	1	3	3	100	983	CDC2	s464
4000	8	G21	-3.54	26	170	0.0022105414979049	1	3	3	100	4000	LMNA	s8223
4000	7	G21	-2.95	27	213	0.0022105414979049	1	3	3	100	4000	LMNA	s8222
4000	6	G21	-1.76	28	370	0.0022105414979049	1	3	3	100	4000	LMNA	s8221
3838	6	I03	-3.75	29	160	0.00260756698343277	1	3	3	100	3838	KPNA2	s7920
3838	8	I03	-2.91	30	218	0.00260756698343277	1	3	3	100	3838	KPNA2	s7922
3838	7	I03	-1.69	31	393	0.00260756698343277	1	3	3	100	3838	KPNA2	s7921
4236	8	O22	-4.04	33	149	0.00302739568939353	1	3	3	100	4236	MFAP1	s8708
4236	7	O22	-3.31	34	184	0.00302739568939353	1	3	3	100	4236	MFAP1	s8707
4236	6	O22	-1.62	35	413	0.00302739568939353	1	3	3	100	4236	MFAP1	s8706
9688	7	A16	-2.89	36	220	0.00327641400444233	1	3	3	100	9688	NUP93	s18654
9688	8	A16	-2.41	37	276	0.00327641400444233	1	3	3	100	9688	NUP93	s18655
9688	6	A16	-1.58	38	424	0.00327641400444233	1	3	3	100	9688	NUP93	s18653
113130	7	A07	-16.55	40	62	0.00386598766620316	1	2	3	67	113130	CDCA5	s41425
113130	6	A07	-8.63	41	104	0.00386598766620316	1	2	3	67	113130	CDCA5	s41424
642636	6	E02	-4.02	42	150	0.00446577308975339	1	3	3	100	642636		s55074
642636	8	E02	-3.83	43	158	0.00446577308975339	1	3	3	100	642636		s55076
642636	7	E02	-1.42	44	470	0.00446577308975339	1	3	3	100	642636		s55075
151648	6	D12	-14.48	45	86	0.0044781292280138	1	3	3	100	151648	SGOL1	s45599
151648	8	D12	-7.7	46	112	0.0044781292280138	1	3	3	100	151648	SGOL1	s45601
7272	6	O02	-8.37	47	107	0.00455772050354166	1	3	3	100	7272	TTK	s120
7272	7	O02	-7.55	48	113	0.00455772050354166	1	3	3	100	7272	TTK	s121
2033	2	C19	-2.59	51	250	0.00509291619611768	1	3	3	100	2033	EP300	s4697
2033	3	C19	-2.59	52	251	0.00509291619611768	1	3	3	100	2033	EP300	s4695
2033	1	C19	-1.37	53	490	0.00509291619611768	1	3	3	100	2033	EP300	s4696
9631	6	O08	-3.28	54	191	0.00521866195446309	1	3	3	100	9631	NUP155	s18512
9631	7	O08	-2.21	55	303	0.00521866195446309	1	3	3	100	9631	NUP155	s18513
9631	8	O08	-1.34	56	495	0.00521866195446309	1	3	3	100	9631	NUP155	s18514
676	3	A17	-29.49	58	16	0.0058330530856312	1	2	3	67	676	BRDT	s2086
676	2	A17	-5.44	59	128	0.0058330530856312	1	2	3	67	676	BRDT	s2087
8086	8	B22	-3.12	61	201	0.00720222577425903	1	3	3	100	8086	AAAS	s15609
8086	6	B22	-2.4	62	278	0.00720222577425903	1	3	3	100	8086	AAAS	s15607
8086	7	B22	-1.16	63	545	0.00720222577425903	1	3	3	100	8086	AAAS	s15608
23399	6	F04	-2.45	64	270	0.00732072465180054	1	3	3	100	23399	DULLARD	s23739
23399	7	F04	-2.17	65	309	0.00732072465180054	1	3	3	100	23399	DULLARD	s23740
