GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
4085	8	K14	5.85	1	3	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8393	TRUE	TRUE
4085	6	K14	3.84	2	32	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8391	TRUE	TRUE
4085	7	K14	2.41	3	128	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8392	TRUE	TRUE
9212	2	E06	4.65	4	15	0.00012603379390537	1	3	3	100	9212	AURKB	s17611	TRUE	TRUE
9212	1	E06	4.54	5	19	0.00012603379390537	1	3	3	100	9212	AURKB	s17612	TRUE	TRUE
10569	8	N05	4.07	6	30	0.000205470798944883	1	3	3	100	10569	SLU7	s20742	TRUE	TRUE
10569	7	N05	2.22	7	163	0.000205470798944883	1	3	3	100	10569	SLU7	s20741	TRUE	TRUE
10569	6	N05	2.2	8	168	0.000205470798944883	1	3	3	100	10569	SLU7	s20740	TRUE	TRUE
84844	4	P19	2.99	9	74	0.000278845686869429	1	3	3	100	84844	PHF5A	s39505	TRUE	TRUE
84844	5	O19	2.87	10	80	0.000278845686869429	1	3	3	100	84844	PHF5A	s39507	TRUE	TRUE
84844	4	O19	2.07	11	187	0.000278845686869429	1	3	3	100	84844	PHF5A	s39506	TRUE	TRUE
983	3	A19	5.01	12	11	0.000341756240013406	1	3	3	100	983	CDC2	s463	TRUE	TRUE
983	2	A19	4.02	13	31	0.000341756240013406	1	3	3	100	983	CDC2	s465	TRUE	TRUE
1111	3	C03	3.43	15	46	0.000467741152168075	1	3	3	100	1111	CHEK1	s504	TRUE	TRUE
1111	1	C03	2.18	16	171	0.000467741152168075	1	3	3	100	1111	CHEK1	s502	TRUE	TRUE
1111	2	C03	1.88	17	221	0.000467741152168075	1	3	3	100	1111	CHEK1	s503	TRUE	TRUE
701	7	K19	5.09	18	10	0.000527245583321657	1	3	3	100	701	BUB1B	s260	TRUE	TRUE
701	6	K19	2.54	19	111	0.000527245583321657	1	3	3	100	701	BUB1B	s259	TRUE	TRUE
701	8	K19	1.85	20	229	0.000527245583321657	1	3	3	100	701	BUB1B	s261	TRUE	TRUE
8794	6	C21	3.6	21	40	0.000631158564969252	1	2	3	67	8794	TNFRSF10C	s16753	TRUE	TRUE
8794	8	C21	3.56	22	42	0.000631158564969252	1	2	3	67	8794	TNFRSF10C	s16755	TRUE	TRUE
23636	8	A02	4.31	23	23	0.000932653403018936	1	3	3	100	23636	NUP62	s24249	TRUE	TRUE
23636	7	A02	3.35	24	51	0.000932653403018936	1	3	3	100	23636	NUP62	s24248	TRUE	TRUE
5111	6	M18	3.58	25	41	0.00129198107235379	1	3	3	100	5111	PCNA	s10133	TRUE	TRUE
5111	7	M18	3.19	26	60	0.00129198107235379	1	3	3	100	5111	PCNA	s10134	TRUE	TRUE
7272	7	O02	4.77	27	12	0.00161119866514464	1	2	3	67	7272	TTK	s121	TRUE	TRUE
7272	6	O02	3.06	28	67	0.00161119866514464	1	2	3	67	7272	TTK	s120	TRUE	TRUE
7514	8	O01	2.47	29	123	0.00179499118768119	1	3	3	100	7514	XPO1	s14939	TRUE	TRUE
7514	7	O01	2.09	30	183	0.00179499118768119	1	3	3	100	7514	XPO1	s14938	TRUE	TRUE
7514	6	O01	1.41	31	346	0.00179499118768119	1	3	3	100	7514	XPO1	s14937	FALSE	TRUE
63978	1	N03	3.05	32	69	0.00212716114436147	1	2	3	67	63978	PRDM14	s34354	TRUE	TRUE
63978	2	N03	2.93	33	76	0.00212716114436147	1	2	3	67	63978	PRDM14	s34352	TRUE	TRUE
3065	3	G01	4.76	34	13	0.00235318827953236	1	3	3	100	3065	HDAC1	s75	TRUE	TRUE
3065	2	G01	2.86	35	81	0.00235318827953236	1	3	3	100	3065	HDAC1	s74	TRUE	TRUE
9913	1	G14	5.51	39	4	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19221	TRUE	TRUE
9913	3	G14	2.01	40	196	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19223	TRUE	TRUE
9913	2	G14	1.23	41	410	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19222	FALSE	TRUE
10228	6	E06	2.73	42	92	0.00343806309436725	1	2	3	67	10228	STX6	s19958	TRUE	TRUE
10228	8	E06	2.66	43	98	0.00343806309436725	1	2	3	67	10228	STX6	s19960	TRUE	TRUE
54556	1	F19	3.27	44	55	0.00409324755982509	1	2	3	67	54556	ING3	s224303	TRUE	TRUE
54556	2	F19	2.59	45	106	0.00409324755982509	1	2	3	67	54556	ING3	s29201	TRUE	TRUE
10036	5	C07	7.1	46	2	0.00440226966746424	1	3	3	100	10036	CHAF1A	s19500	TRUE	TRUE
10036	4	C07	2.54	47	112	0.00440226966746424	1	3	3	100	10036	CHAF1A	s19501	TRUE	TRUE
23165	7	D11	4.58	48	17	0.00470317220430063	1	3	3	100	23165	NUP205	s23176	TRUE	TRUE
23165	8	D11	3.48	49	44	0.00470317220430063	1	3	3	100	23165	NUP205	s23177	TRUE	TRUE
23165	6	D11	1.07	50	475	0.00470317220430063	1	3	3	100	23165	NUP205	s23175	FALSE	TRUE
642636	6	E02	2.74	51	90	0.00496932553659287	1	3	3	100	642636		s55074	TRUE	TRUE
642636	7	E02	2.52	52	117	0.00496932553659287	1	3	3	100	642636		s55075	TRUE	TRUE
6790	1	M11	3.16	59	62	0.00528787178533951	1	3	3	100	6790	AURKA	s196	TRUE	TRUE
6790	2	M11	1.83	60	237	0.00528787178533951	1	3	3	100	6790	AURKA	s197	TRUE	TRUE
6790	3	M11	1.03	61	493	0.00528787178533951	1	3	3	100	6790	AURKA	s195	FALSE	TRUE
1642	5	H09	4.18	62	26	0.00611058285076922	1	3	3	100	1642	DDB1	s3979	TRUE	TRUE
1642	4	G10	2.41	63	129	0.00611058285076922	1	3	3	100	1642	DDB1	s3980	TRUE	TRUE
9730	2	E20	2.36	68	140	0.00689976077520815	1	3	3	100	9730	VPRBP	s18761	TRUE	TRUE
9730	1	E20	2.07	69	188	0.00689976077520815	1	3	3	100	9730	VPRBP	s18762	TRUE	TRUE
9730	3	E20	0.91	70	540	0.00689976077520815	1	3	3	100	9730	VPRBP	s18763	FALSE	TRUE
3275	2	G07	2.62	71	101	0.00705365352688321	1	3	3	100	3275	PRMT2	s6916	TRUE	TRUE
3275	1	G07	2.22	72	164	0.00705365352688321	1	3	3	100	3275	PRMT2	s6915	TRUE	TRUE
3275	3	G07	0.9	73	545	0.00705365352688321	1	3	3	100	3275	PRMT2	s6914	FALSE	TRUE
676	2	A17	4.25	78	25	0.00802529272618	1	3	3	100	676	BRDT	s2087	TRUE	TRUE
676	1	A17	1.55	79	303	0.00802529272618	1	3	3	100	676	BRDT	s2088	TRUE	TRUE
676	3	A17	0.87	80	568	0.00802529272618	1	3	3	100	676	BRDT	s2086	FALSE	TRUE
11000	6	F07	2.32	88	144	0.00895313153676412	1	2	3	67	11000	SLC27A3	s21657	TRUE	TRUE
