GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
4001	7	B13	-4.33	1	40	0.000278845686869429	1	3	3	100	4001	LMNB1	s8225	TRUE	TRUE
4001	6	B13	-3.86	2	46	0.000278845686869429	1	3	3	100	4001	LMNB1	s8224	TRUE	TRUE
4001	8	B13	-2.14	3	187	0.000278845686869429	1	3	3	100	4001	LMNB1	s8226	TRUE	TRUE
84108	5	O05	-2.7	6	101	0.00103516571450147	1	3	3	100	84108	PCGF6	s38515	TRUE	TRUE
84108	4	O05	-2.5	7	127	0.00103516571450147	1	3	3	100	84108	PCGF6	s38517	TRUE	TRUE
84108	4	P05	-1.69	8	284	0.00103516571450147	1	3	3	100	84108	PCGF6	s38516	TRUE	TRUE
2073	3	J22	-1.75	11	271	0.00174870406990621	1	3	3	100	2073	ERCC5	s4803	TRUE	TRUE
2073	2	J22	-1.62	12	312	0.00174870406990621	1	3	3	100	2073	ERCC5	s4802	TRUE	TRUE
2073	1	J22	-1.56	13	342	0.00174870406990621	1	3	3	100	2073	ERCC5	s4804	TRUE	TRUE
340061	8	H14	-2.55	47	120	0.0100309395585015	1	3	3	100	340061	TMEM173	s50646	TRUE	TRUE
340061	6	H14	-1.74	48	273	0.0100309395585015	1	3	3	100	340061	TMEM173	s50644	TRUE	TRUE
340061	7	H14	-0.99	49	613	0.0100309395585015	1	3	3	100	340061	TMEM173	s50645	FALSE	TRUE
10474	3	I12	-2.46	60	132	0.0120546765387224	1	3	3	100	10474	TADA3	s20508	TRUE	TRUE
10474	2	I12	-2.16	61	185	0.0120546765387224	1	3	3	100	10474	TADA3	s20509	TRUE	TRUE
2033	1	C19	-3.25	126	66	0.0308716596697259	1	3	3	100	2033	EP300	s4696	TRUE	TRUE
2033	2	C19	-1.64	127	300	0.0308716596697259	1	3	3	100	2033	EP300	s4697	TRUE	TRUE
57132	8	N17	-3.18	146	69	0.03508204402481	1	3	3	100	57132	CHMP1B	s32753	TRUE	TRUE
57132	6	N17	-2.61	147	110	0.03508204402481	1	3	3	100	57132	CHMP1B	s32751	TRUE	TRUE
57132	7	N17	-0.58	148	924	0.03508204402481	1	3	3	100	57132	CHMP1B	s32752	FALSE	TRUE
6597	2	M03	-1.78	152	258	0.0366535481082917	1	3	3	100	6597	SMARCA4	s13141	TRUE	TRUE
6597	3	M03	-1.59	153	328	0.0366535481082917	1	3	3	100	6597	SMARCA4	s13139	TRUE	TRUE
126668	5	A16	-1.53	162	353	0.0378626366518462	1	3	3	100	126668	TDRD10	s225577	TRUE	TRUE
126668	5	B15	-1.51	163	360	0.0378626366518462	1	3	3	100	126668	TDRD10	s43066	TRUE	TRUE
126668	4	A16	-0.54	164	957	0.0378626366518462	1	3	3	100	126668	TDRD10	s43068	FALSE	TRUE
54014	2	F11	-1.55	185	346	0.0417377348386427	1	3	3	100	54014	BRWD1	s226762	TRUE	TRUE
54014	1	F11	-1.55	186	347	0.0417377348386427	1	3	3	100	54014	BRWD1	s28830	TRUE	TRUE
5685	8	I04	-1.64	187	302	0.0419655279570624	1	3	3	100	5685	PSMA4	s230031	TRUE	TRUE
5685	7	I04	-1.54	188	352	0.0419655279570624	1	3	3	100	5685	PSMA4	s230030	TRUE	TRUE
100137047	4	C20	-1.61	192	317	0.0433439751262029	1	3	3	100	100137047	JMJD7	s230103	TRUE	TRUE
100137047	5	C20	-1.52	193	357	0.0433439751262029	1	3	3	100	100137047	JMJD7	s230105	TRUE	TRUE
51720	4	K22	-2.18	201	179	0.0442740336362857	1	3	3	100	51720	UIMC1	s28573	TRUE	TRUE
51720	5	K22	-1.51	202	361	0.0442740336362857	1	3	3	100	51720	UIMC1	s28574	TRUE	TRUE
6599	2	P02	-1.97	275	226	0.0586276758525558	1	3	3	100	6599	SMARCC1	s13145	TRUE	TRUE
6599	3	P02	-1.93	276	234	0.0586276758525558	1	3	3	100	6599	SMARCC1	s13146	TRUE	TRUE
6599	1	P02	-0.38	277	1103	0.0586276758525558	1	3	3	100	6599	SMARCC1	s13147	FALSE	TRUE
