GeneID	GeneSymbol	median_score
151648	SGOL1	-7.87
7272	TTK	-5.8
4085	MAD2L1	-4.73
701	BUB1B	-4.33
128866	CHMP4B	-3.22
4000	LMNA	-3.13
1788	DNMT3A	-3.13
9212	AURKB	-3.04
4299	AFF1	-2.58
165918	RNF168	-2.37
163589	TDRD5	-2.34
257218	SHPRH	-2.32
80816	ASXL3	-2.29
55693	KDM4D	-2.21
80012	PHC3	-2.18
51773	RSF1	-2.17
6790	AURKA	-2.15
6795	AURKC	-2.13
5252	PHF1	-2.11
9317	PTER	-2.02
54491	FAM105A	-2.02
23338	PHF15	-2
5685	PSMA4	-1.97
387893	SETD8	-1.94
6612	SUMO3	-1.88
51225	ABI3	-1.84
2122	EVI1	-1.82
5111	PCNA	-1.82
11108	PRDM4	-1.74
9570	GOSR2	-1.74
163183	SYNE4	-1.7
27005	USP21	-1.69
7994	MYST3	-1.66
54737	MPHOSPH8	-1.63
254065	BRWD3	-1.61
23309	SIN3B	-1.53
10982	MAPRE2	-1.52
79643	CHMP6	-1.5
23399	DULLARD	-1.49
55662	HIF1AN	-1.48
3622	ING2	-1.42
116143	WDR92	-1.41
22845	DOLK	-1.41
3720	JARID2	-1.4
63925	ZNF335	-1.39
29994	BAZ2B	-1.39
9611	NCOR1	-1.38
57680	CHD8	-1.38
11270	NRM	-1.34
6871	TADA2A	-1.33
23165	NUP205	-1.28
23028	AOF2	-1.27
93611	FBXO44	-1.26
23335	WDR7	-1.26
983	CDC2	-1.26
6613	SUMO2	-1.26
10847	SRCAP	-1.24
29082	CHMP4A	-1.23
5585	PKN1	-1.23
11240	PADI2	-1.22
57062	DDX24	-1.22
57132	CHMP1B	-1.22
55193	PBRM1	-1.22
89	ACTN3	-1.21
4302	MLLT6	-1.2
10155	TRIM28	-1.18
113130	CDCA5	-1.14
2138	EYA1	-1.14
348801	LNP1	-1.14
6599	SMARCC1	-1.13
7466	WFS1	-1.12
54790	TET2	-1.1
84522	JAGN1	-1.1
23636	NUP62	-1.09
7862	BRPF1	-1.08
2222	FDFT1	-1.06
7586	ZKSCAN1	-1.05
27348	TOR1B	-1.05
93081	C13orf27	-1.05
10951	CBX1	-1.04
23424	TDRD7	-1.04
57337	SENP7	-1.04
7799	PRDM2	-1.04
390245	NA	-1.02
408	ARRB1	-1.02
58508	KMT2C	-1.02
7319	UBE2A	-1.02
1312	COMT	-1.01
29072	SETD2	-1.01
59335	PRDM12	-1.01
29943	PADI1	-1.01
23306	TMEM194A	-1
8028	MLLT10	-0.99
79723	SUV39H2	-0.98
23204	ARL6IP1	-0.98
92822	ZNF276	-0.97
9557	CHD1L	-0.97
80312	TET1	-0.96
84444	DOT1L	-0.95
1111	CHEK1	-0.95
8805	TRIM24	-0.94
9960	USP3	-0.93
55585	UBE2Q1	-0.92
80218	NAA50	-0.91
84312	BRMS1L	-0.9
11143	MYST2	-0.89
54947	LPCAT2	-0.89
84717	HDGFRP2	-0.87
84289	ING5	-0.87
1643	DDB2	-0.85
121536	AEBP2	-0.85
23774	BRD1	-0.84
84759	PCGF1	-0.83
51780	KDM3B	-0.83
10445	MCRS1	-0.81
64091	POPDC2	-0.79
9482	STX8	-0.77
51588	PIAS4	-0.77
7324	UBE2E1	-0.77
3717	JAK2	-0.75
23613	ZMYND8	-0.74
9918	NCAPD2	-0.74
10629	TAF6L	-0.74
55023	PHIP	-0.72
57325	CSRP2BP	-0.72
2145	EZH1	-0.72
25862	USP49	-0.72
991	CDC20	-0.72
10664	CTCF	-0.72
64426	SUDS3	-0.72
5002	SLC22A18	-0.71
140836	BANF2	-0.7
931	MS4A1	-0.69
5929	RBBP5	-0.69
3275	PRMT2	-0.69
1488	CTBP2	-0.68
675	BRCA2	-0.68
171023	ASXL1	-0.68
4673	NAP1L1	-0.67
23063	WAPAL	-0.66
10970	CKAP4	-0.66
6999	TDO2	-0.66
1059	CENPB	-0.66
7703	PCGF2	-0.66
79142	PHF23	-0.65
11284	PNKP	-0.65
79823	C2orf34	-0.65
472	ATM	-0.64
4204	MECP2	-0.64
11160	ERLIN2	-0.64
10569	SLU7	-0.64
9112	MTA1	-0.64
51009	DERL2	-0.64
56163	RNF17	-0.64
81550	TDRD3	-0.63
29781	NCAPH2	-0.63
2286	FKBP2	-0.63
2590	GALNT2	-0.62
27125	AFF4	-0.61
10419	PRMT5	-0.61
10313	RTN3	-0.59
22992	FBXL11	-0.59
401265	KLHL31	-0.59
79918	SETD6	-0.59
6843	VAMP1	-0.59
23353	UNC84A	-0.58
79152	FA2H	-0.58
1487	CTBP1	-0.57
51097	SCCPDH	-0.57
85365	ALG2	-0.56
83852	SETDB2	-0.56
10891	PPARGC1A	-0.56
10054	UBA2	-0.56
100101267	POM121C	-0.55
29117	BRD7	-0.55
255043	TMEM86B	-0.55
56981	PRDM11	-0.54
