GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID	Flag	Flag2
4665	4	E10	-2.56	1	94	0.000208941643449878	1	3	3	100	4665	NAB2	s226682	TRUE	TRUE
4665	5	F09	-1.96	2	123	0.000208941643449878	1	3	3	100	4665	NAB2	s9247	TRUE	TRUE
4665	5	E10	-1.67	3	170	0.000208941643449878	1	3	3	100	4665	NAB2	s9249	TRUE	TRUE
4001	6	B13	-3.69	4	56	0.000292249214828867	1	3	3	100	4001	LMNB1	s8224	TRUE	TRUE
4001	7	B13	-3.5	5	68	0.000292249214828867	1	3	3	100	4001	LMNB1	s8225	TRUE	TRUE
4001	8	B13	-1.6	6	188	0.000292249214828867	1	3	3	100	4001	LMNB1	s8226	TRUE	TRUE
2648	3	E19	-3.87	8	50	0.000769653493987803	1	3	3	100	2648	KAT2A	s5657	TRUE	TRUE
2648	1	E19	-1.94	9	126	0.000769653493987803	1	3	3	100	2648	KAT2A	s5659	TRUE	TRUE
2648	2	E19	-1.3	10	258	0.000769653493987803	1	3	3	100	2648	KAT2A	s5658	FALSE	TRUE
57661	4	N07	-6.05	13	2	0.00156238578779752	1	2	3	67	57661	PHRF1	s33543	TRUE	TRUE
57661	4	M07	-3.58	14	66	0.00156238578779752	1	2	3	67	57661	PHRF1	s33542	TRUE	TRUE
203547	7	N10	-3.01	24	82	0.00488289327368903	1	2	3	67	203547		s47527	TRUE	TRUE
203547	8	N10	-2.05	25	117	0.00488289327368903	1	2	3	67	203547		s47528	TRUE	TRUE
64324	2	N05	-3.24	30	73	0.0060145850991626	1	3	3	100	64324	NSD1	s34629	TRUE	TRUE
64324	1	N05	-1.91	31	130	0.0060145850991626	1	3	3	100	64324	NSD1	s34630	TRUE	TRUE
27314	8	J03	-1.9	58	132	0.0101186154364545	1	3	3	100	27314	RAB30	s26138	TRUE	TRUE
27314	6	J03	-1.78	59	149	0.0101186154364545	1	3	3	100	27314	RAB30	s26136	TRUE	TRUE
27314	7	J03	-0.72	60	616	0.0101186154364545	1	3	3	100	27314	RAB30	s26137	FALSE	TRUE
55274	5	K01	-1.81	74	141	0.0115410076738382	1	2	3	67	55274	PHF10	s30608	TRUE	TRUE
55274	4	K01	-1.64	75	179	0.0115410076738382	1	2	3	67	55274	PHF10	s30607	TRUE	TRUE
1387	2	C07	-2.28	308	108	0.0665268865495893	1	3	3	100	1387	CREBBP	s3495	TRUE	TRUE
1387	1	C07	-1.8	309	146	0.0665268865495893	1	3	3	100	1387	CREBBP	s3497	TRUE	TRUE
1387	3	C07	-0.22	310	1150	0.0665268865495893	1	3	3	100	1387	CREBBP	s3496	FALSE	TRUE
56980	3	L01	-2.45	341	98	0.0725820303894801	1	3	3	100	56980	PRDM10	s32524	TRUE	TRUE
56980	1	L01	-2.06	342	116	0.0725820303894801	1	3	3	100	56980	PRDM10	s32522	TRUE	TRUE
56980	2	L01	-0.2	343	1182	0.0725820303894801	1	3	3	100	56980	PRDM10	s32523	FALSE	TRUE
22976	1	M06	-3.65	517	60	0.108652127276108	1	3	3	100	22976	PAXIP1	s22748	TRUE	TRUE
22976	3	M06	-1.91	518	131	0.108652127276108	1	3	3	100	22976	PAXIP1	s22750	TRUE	TRUE
22976	2	M06	-0.06	519	1358	0.108652127276108	1	3	3	100	22976	PAXIP1	s22749	FALSE	TRUE
2033	1	C19	-1.93	632	127	0.131427297311552	1	3	3	100	2033	EP300	s4696	TRUE	TRUE
2033	2	C19	-1.77	633	150	0.131427297311552	1	3	3	100	2033	EP300	s4697	TRUE	TRUE
2033	3	C19	0	634	1435	0.131427297311552	1	3	3	100	2033	EP300	s4695	FALSE	TRUE
203547	6	N10	2.11	2013	2013	0.00488289327368903	0	2	3	67	203547		s47526	FALSE	TRUE
55274	4	L01	1.86	2013	2013	0.0115410076738382	0	2	3	67	55274	PHF10	s30606	FALSE	TRUE
57661	5	M07	1.52	2013	2013	0.00156238578779752	0	2	3	67	57661	PHRF1	s33541	FALSE	TRUE
64324	3	N05	0.76	2013	2013	0.0060145850991626	0	3	3	100	64324	NSD1	s34631	FALSE	TRUE
