plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
5	117	11.59	E21	sample	sample	499.854500561	493.329062738	496.5917816495	-6.525437823	2.02	2.24	10.714	12.466	23424	TDRD7	s23803
7	80	11.08	D08	sample	sample	822.406271102	432.75532167	627.580796386	-389.650949432	2.82	1.99	15.2	6.957	991	CDC20	s2748
2	383	10.86	P23	sikiller	sikiller	941.763016077	350.487782712	646.1253993945	-591.275233365	3.08	1.55	17.85	3.868	NA	NA	NA
5	383	10.56	P23	sikiller	sikiller	488.599175424	465.258054443	476.9286149335	-23.341120981	1.98	2.12	10.812	10.316	NA	NA	NA
5	335	9.94	N23	sikiller	sikiller	549.91831682	384.071882164	466.995099492	-165.846434656	2.22	1.75	12.872	7.017	NA	NA	NA
7	95	9.68	D23	sikiller	sikiller	742.305771111	389.987698788	566.1467349495	-352.318072323	2.55	1.79	13.166	6.199	NA	NA	NA
4	321	8.58	N09	sample	sample	586.775307243	517.65352156	552.2144144015	-69.1217856830001	1.9	2.19	8.35	8.818	57680	CHD8	s33582
8	317	8.27	N05	sample	sample	525.638553085	505.556628499	515.597590792	-20.081924586	1.88	2.33	6.572	9.977	10569	SLU7	s20742
5	239	7.48	J23	sikiller	sikiller	419.767405342	419.728613671	419.7480095065	-0.0387916710000127	1.7	1.91	7.055	7.914	NA	NA	NA
2	124	7.34	F04	sample	sample	483.701325189	505.382092912	494.5417090505	21.680767723	1.58	2.24	5.556	9.124	91133	L3MBTL4	s225081
8	239	7.31	J23	sikiller	sikiller	416.64279817	505.277780386	460.960289278	88.634982216	1.49	2.33	4.364	10.264	NA	NA	NA
8	383	7.22	P23	sikiller	sikiller	502.862801056	427.448196645	465.1554988505	-75.414604411	1.8	1.97	7.361	7.075	NA	NA	NA
7	7	6.99	A07	sample	sample	498.146567214	434.885758299	466.5161627565	-63.260808915	1.71	1.99	6.392	7.583	113130	CDCA5	s41425
5	95	6.94	D23	sikiller	sikiller	448.882120065	323.090141767	385.986130916	-125.791978298	1.81	1.47	8.665	5.219	NA	NA	NA
8	164	6.78	G20	sample	sample	414.517867314	464.250499657	439.3841834855	49.732632343	1.48	2.14	4.6	8.958	7172	TPMT	s14349
5	47	6.73	B23	sikiller	sikiller	472.154125673	282.162732202	377.1584289375	-189.991393471	1.91	1.28	9.805	3.655	NA	NA	NA
5	384	6.69	P24	pos	pos	339.821060755	424.426985068	382.1240229115	84.605924313	1.37	1.93	4.817	8.557	NA	NA	NA
5	321	6.57	N09	sample	sample	382.898772182	383.636064101	383.2674181415	0.737291918999972	1.55	1.74	6.143	6.997	56970	ATXN7L3	s230630
6	335	6.56	N23	sikiller	sikiller	477.948663168	484.355869168	481.152266168	6.40720600000003	1.63	2.03	5.304	7.819	NA	NA	NA
7	195	6.31	I03	sample	sample	462.471611175	495.709596881	479.090604028	33.237985706	1.59	2.27	4.362	8.26	3838	KPNA2	s7921
2	47	6.31	B23	sikiller	sikiller	529.273576574	394.984055278	462.128815926	-134.289521296	1.73	1.75	6.272	6.343	NA	NA	NA
4	340	6.28	O04	sample	sample	558.389100404	446.473742687	502.4314215455	-111.915357717	1.8	1.89	6.666	5.886	158880	USP51	s46136
6	47	6.25	B23	sikiller	sikiller	571.785188859	319.811528511	445.798358685	-251.973660348	1.96	1.34	8.936	3.566	NA	NA	NA
8	95	6.21	D23	sikiller	sikiller	520.420849558	348.605802158	434.513325858	-171.8150474	1.86	1.61	7.667	4.756	NA	NA	NA
6	383	6.06	P23	sikiller	sikiller	566.314728607	349.195383171	457.755055889	-217.119345436	1.94	1.46	8.138	3.99	NA	NA	NA
3	350	5.97	O14	sample	sample	319.975379268	481.495647037	400.7355131525	161.520267769	1.3	1	10.567	1.381	23476	BRD4	s23901
6	384	5.97	P24	pos	pos	424.287160383	465.28931183	444.7882361065	41.002151447	1.45	1.95	3.875	8.055	NA	NA	NA
5	287	5.92	L23	sikiller	sikiller	467.451844442	283.684939264	375.568391853	-183.766905178	1.89	1.29	9.355	2.484	NA	NA	NA
4	384	5.91	P24	pos	pos	482.207344846	402.515803407	442.3615741265	-79.691541439	1.56	1.7	6.68	5.145	NA	NA	NA
1	194	5.78	I02	sample	sample	509.905989775	376.198638793	443.052314284	-133.707350982	1.77	1.71	6.523	5.045	10318	TNIP1	s20173
3	254	5.77	K14	sample	sample	319.674861203	475.678247715	397.676554459	156.003386512	1.3	0.988	10.81	0.739	11108	PRDM4	s21905
