GeneID	GeneSymbol	median_score
6396	SEC13	-2.65
257218	SHPRH	-2.53
51343	FZR1	-2.37
6601	SMARCC2	-2.29
57661	PHRF1	-2.26
5879	RAC1	-1.98
25909	AHCTF1	-1.97
9918	NCAPD2	-1.94
8841	HDAC3	-1.87
56970	ATXN7L3	-1.82
3687	ITGAX	-1.75
256979	SUN3	-1.75
80349	WDR61	-1.67
10743	RAI1	-1.63
7324	UBE2E1	-1.62
1387	CREBBP	-1.61
648	BMI1	-1.58
8520	HAT1	-1.57
116173	CMTM5	-1.55
10474	TADA3	-1.54
11198	SUPT16H	-1.51
11335	CBX3	-1.49
23774	BRD1	-1.48
408	ARRB1	-1.45
2542	SLC37A4	-1.43
57338	JPH3	-1.42
545	ATR	-1.41
10389	SCML2	-1.39
6856	SYPL1	-1.38
8359	HIST1H4A	-1.37
55632	KIAA1333	-1.35
23410	SIRT3	-1.33
9612	NCOR2	-1.33
9575	CLOCK	-1.33
400966	RGPD1	-1.27
140836	BANF2	-1.27
158880	USP51	-1.26
10376	TUBA1B	-1.25
285877	NA	-1.24
23279	NUP160	-1.2
55777	MBD5	-1.17
9499	MYOT	-1.16
29028	ATAD2	-1.14
79073	TMEM109	-1.13
10014	HDAC5	-1.12
84181	CHD6	-1.12
148479	PHF13	-1.12
9426	CDY2A	-1.11
84823	LMNB2	-1.1
23408	SIRT5	-1.1
84332	DYDC2	-1.09
3799	KIF5B	-1.09
25942	SIN3A	-1.09
7112	TMPO	-1.08
23224	SYNE2	-1.07
51460	SFMBT1	-1.07
10038	PARP2	-1.07
953	ENTPD1	-1.06
54880	BCOR	-1.06
3836	KPNA1	-1.04
4673	NAP1L1	-1.04
23569	PADI4	-1.03
90780	PYGO2	-1.03
80205	CHD9	-1.02
6046	BRD2	-1
10592	SMC2	-1
55266	TMEM19	-0.98
9219	MTA2	-0.97
64324	NSD1	-0.97
51588	PIAS4	-0.96
64431	ACTR6	-0.93
5927	KDM5A	-0.91
54014	BRWD1	-0.91
64327	LMBR1	-0.91
112885	PHF21B	-0.9
1312	COMT	-0.9
254065	BRWD3	-0.9
203547	NA	-0.9
2033	EP300	-0.9
642636	NA	-0.88
2073	ERCC5	-0.88
9759	HDAC4	-0.88
23326	USP22	-0.88
55274	PHF10	-0.88
22976	PAXIP1	-0.87
6877	TAF5	-0.87
84814	PPAPDC3	-0.86
10982	MAPRE2	-0.86
9063	PIAS2	-0.86
147007	TMEM199	-0.84
57680	CHD8	-0.84
9554	SEC22B	-0.83
5987	TRIM27	-0.83
23633	KPNA6	-0.82
6941	TCF19	-0.81
6872	TAF1	-0.81
60343	FAM3A	-0.8
170575	GIMAP1	-0.8
6594	SMARCA1	-0.79
27348	TOR1B	-0.79
8028	MLLT10	-0.79
90268	FAM105B	-0.78
23133	PHF8	-0.78
23522	KAT6B	-0.78
253635	CCDC75	-0.77
100137047	JMJD7	-0.77
84444	DOT1L	-0.77
84717	HDGFRP2	-0.77
65094	JMJD4	-0.77
79609	METTL21D	-0.76
90407	TMEM41A	-0.76
9972	NUP153	-0.76
51548	SIRT6	-0.76
26007	DAK	-0.75
55170	PRMT6	-0.75
64598	MOSPD3	-0.73
8681	JMJD7-PLA2G4B	-0.72
5580	PRKCD	-0.72
54799	MBTD1	-0.72
10664	CTCF	-0.72
51026	GOLT1B	-0.71
7403	UTX	-0.7
23244	PDS5A	-0.7
84522	JAGN1	-0.69
81550	TDRD3	-0.68
84928	TMEM209	-0.68
3622	ING2	-0.68
10890	RAB10	-0.67
54496	PRMT7	-0.67
8467	SMARCA5	-0.67
10445	MCRS1	-0.67
3431	SP110	-0.67
10155	TRIM28	-0.66
2145	EZH1	-0.66
93380	MMGT1	-0.65
26038	CHD5	-0.65
27314	RAB30	-0.65
54617	INO80	-0.65
83852	SETDB2	-0.64
254013	C12orf72	-0.64
79918	SETD6	-0.64
23304	UBR2	-0.64
57552	AADACL1	-0.64
57117	INTS12	-0.63
10847	SRCAP	-0.63
6595	SMARCA2	-0.62
7341	SUMO1	-0.6
90523	C6orf142	-0.6
3066	HDAC2	-0.59
158358	KIAA2026	-0.59
387103	C6orf173	-0.59
22955	SCMH1	-0.58
10159	ATP6AP2	-0.57
51105	PHF20L1	-0.57
29947	DNMT3L	-0.57
7319	UBE2A	-0.57
4299	AFF1	-0.57
23047	PDS5B	-0.57
23592	LEMD3	-0.57
3720	JARID2	-0.56
1962	EHHADH	-0.56
29994	BAZ2B	-0.56
23397	NCAPH	-0.56
375056	MIA3	-0.55
93166	PRDM6	-0.55
8417	STX7	-0.55
3840	KPNA4	-0.54
51097	SCCPDH	-0.54
79142	PHF23	-0.54
23353	UNC84A	-0.54
10313	RTN3	-0.53
51592	TRIM33	-0.53
56895	AGPAT4	-0.53
140732	SUN5	-0.53
5578	PRKCA	-0.53
63977	PRDM15	-0.52
51522	TMEM14C	-0.52
9646	CTR9	-0.52
23516	SLC39A14	-0.52
22992	FBXL11	-0.52
7862	BRPF1	-0.52
3839	KPNA3	-0.52
10933	MORF4L1	-0.51
55848	C9orf46	-0.51
201254	STRA13	-0.5
79053	ALG8	-0.5
92840	REEP6	-0.5
56341	PRMT8	-0.5
23469	PHF3	-0.5
91133	L3MBTL4	-0.49
10857	PGRMC1	-0.49
8019	BRD3	-0.49
444	ASPH	-0.49
2965	GTF2H1	-0.48
10419	PRMT5	-0.48
4675	NAP1L3	-0.48
9678	PHF14	-0.48
11097	NUPL2	-0.47
6843	VAMP1	-0.47
25840	METTL7A	-0.47
55352	C17orf79	-0.47
84108	PCGF6	-0.46
9425	CDYL	-0.46
9513	FXR2	-0.46
51702	PADI3	-0.46
26993	AKAP8L	-0.46
