GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
79823	1	P01	18.71	1	45	0.000146248737904398	1	3	3	100	79823	C2orf34	s36416
79823	2	P01	17.09	2	58	0.000146248737904398	1	3	3	100	79823	C2orf34	s36414
79823	3	P01	10.14	3	151	0.000146248737904398	1	3	3	100	79823	C2orf34	s36415
23636	8	A02	15.27	4	74	0.000167694565987589	1	3	3	100	23636	NUP62	s24249
23636	7	A02	14.66	5	87	0.000167694565987589	1	3	3	100	23636	NUP62	s24248
23636	6	A02	9.26	6	158	0.000167694565987589	1	3	3	100	23636	NUP62	s24247
27243	8	P01	28.88	7	22	0.000283367508818664	1	3	3	100	27243	CHMP2A	s26029
27243	6	P01	25.21	8	28	0.000283367508818664	1	3	3	100	27243	CHMP2A	s26027
27243	7	P01	7.34	9	188	0.000283367508818664	1	3	3	100	27243	CHMP2A	s26028
4236	7	O22	23.41	10	35	0.000395609368765367	1	3	3	100	4236	MFAP1	s8707
4236	8	O22	13.18	11	108	0.000395609368765367	1	3	3	100	4236	MFAP1	s8708
4236	6	O22	6.4	12	209	0.000395609368765367	1	3	3	100	4236	MFAP1	s8706
29781	8	A11	6.67	13	201	0.000824831701380376	1	3	3	100	29781	NCAPH2	s26586
29781	7	A11	6.34	14	213	0.000824831701380376	1	3	3	100	29781	NCAPH2	s26585
29781	6	A11	4.64	15	267	0.000824831701380376	1	3	3	100	29781	NCAPH2	s26584
10569	6	N05	24.89	16	29	0.00092102474653814	1	3	3	100	10569	SLU7	s20740
10569	7	N05	17.19	17	56	0.00092102474653814	1	3	3	100	10569	SLU7	s20741
10569	8	N05	4.35	18	277	0.00092102474653814	1	3	3	100	10569	SLU7	s20742
91646	5	A02	28.97	19	21	0.00180914479459319	1	2	3	67	91646	TDRD12	s229938
91646	5	B01	15.53	20	71	0.00180914479459319	1	2	3	67	91646	TDRD12	s229937
11284	7	P21	4.71	21	262	0.00259038957490624	1	3	3	100	11284	PNKP	s22287
11284	6	P21	4.2	22	283	0.00259038957490624	1	3	3	100	11284	PNKP	s22286
11284	8	P21	2.62	23	391	0.00259038957490624	1	3	3	100	11284	PNKP	s22288
9524	8	O20	6.42	24	208	0.00267070645145839	1	3	3	100	9524	TECR	s18271
9524	7	O20	4.25	25	282	0.00267070645145839	1	3	3	100	9524	TECR	s18270
9524	6	O20	2.61	26	396	0.00267070645145839	1	3	3	100	9524	TECR	s18269
54790	2	F21	30.94	27	19	0.00273202158746244	1	3	3	100	54790	TET2	s29442
54790	1	F21	2.69	28	385	0.00273202158746244	1	3	3	100	54790	TET2	s29441
54790	3	F21	2.59	29	398	0.00273202158746244	1	3	3	100	54790	TET2	s29443
51652	8	O04	4.82	30	257	0.00321057678693605	1	3	3	100	51652	VPS24	s28475
51652	6	O04	2.94	31	359	0.00321057678693605	1	3	3	100	51652	VPS24	s28473
51652	7	O04	2.45	32	420	0.00321057678693605	1	3	3	100	51652	VPS24	s28474
2705	7	A21	21.82	33	38	0.00327986770859318	1	3	3	100	2705	GJB1	s5773
2705	6	A21	3.35	34	329	0.00327986770859318	1	3	3	100	2705	GJB1	s5772
2705	8	A21	2.42	35	424	0.00327986770859318	1	3	3	100	2705	GJB1	s5774
51564	3	F01	20.61	36	40	0.00394284361310172	1	2	3	67	51564	HDAC7	s28337
51564	2	F01	13.25	37	105	0.00394284361310172	1	2	3	67	51564	HDAC7	s28335
983	1	A19	10.97	38	142	0.00424559325609229	1	3	3	100	983	CDC2	s464
983	3	A19	8.08	39	177	0.00424559325609229	1	3	3	100	983	CDC2	s463
983	2	A19	2.1	40	460	0.00424559325609229	1	3	3	100	983	CDC2	s465
10285	4	D11	24.07	41	31	0.00583708841555508	1	3	3	100	10285	SMNDC1	s20101
10285	5	C11	12.03	42	128	0.00583708841555508	1	3	3	100	10285	SMNDC1	s20103
11000	6	F07	112.6	43	4	0.00601874496159155	1	2	3	67	11000	SLC27A3	s21657
11000	7	F07	11.91	44	130	0.00601874496159155	1	2	3	67	11000	SLC27A3	s21658
89	7	J09	73.18	45	6	0.00630913012174768	1	2	3	67	89	ACTN3	s972
5580	3	N14	56.12	46	7	0.00735806488938842	1	2	3	67	5580	PRKCD	s11098
23028	2	M10	2.82	47	368	0.00998200814602105	1	3	3	100	23028	AOF2	s618
23028	1	M10	1.75	48	511	0.00998200814602105	1	3	3	100	23028	AOF2	s617
23028	3	M10	1.32	49	610	0.00998200814602105	1	3	3	100	23028	AOF2	s619
57649	4	M05	1.86	50	488	0.0100800306166997	1	3	3	100	57649	PHF12	s33519
57649	5	M05	1.74	51	513	0.0100800306166997	1	3	3	100	57649	PHF12	s33518
57649	4	N05	1.32	52	611	0.0100800306166997	1	3	3	100	57649	PHF12	s33517
8028	5	A01	51.57	53	10	0.0105004396736671	1	1	3	33	8028	MLLT10	s15556
54968	7	P06	93.14	54	5	0.0105685194719476	1	2	3	67	54968	TMEM70	s29879
54968	8	P06	8.3	55	173	0.0105685194719476	1	2	3	67	54968	TMEM70	s29880
112869	4	A06	160.48	56	1	0.0108097311509536	1	2	3	67	112869	CCDC101	s41392
112869	5	B05	8.17	57	175	0.0108097311509536	1	2	3	67	112869	CCDC101	s225485
6119	2	N20	1.32	58	612	0.0110434392212174	1	3	3	100	6119	RPA3	s12134
6119	1	N20	1.3	59	620	0.0110434392212174	1	3	3	100	6119	RPA3	s12135
6119	3	N20	1.26	60	633	0.0110434392212174	1	3	3	100	6119	RPA3	s12133
9513	5	A21	17.5	61	54	0.0110957777957256	1	3	3	100	9513	FXR2	s18244
9513	4	A21	15.21	62	75	0.0110957777957256	1	3	3	100	9513	FXR2	s18243
