GeneID	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	i.GeneID	GeneSymbol	siRNAID
4085	8	K14	5.85	1	3	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8393
4085	6	K14	3.84	2	32	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8391
4085	7	K14	2.41	3	128	8.876093897658e-05	1	3	3	100	4085	MAD2L1	s8392
9212	2	E06	4.65	4	15	0.00012603379390537	1	3	3	100	9212	AURKB	s17611
9212	1	E06	4.54	5	19	0.00012603379390537	1	3	3	100	9212	AURKB	s17612
10569	8	N05	4.07	6	30	0.000205470798944883	1	3	3	100	10569	SLU7	s20742
10569	7	N05	2.22	7	163	0.000205470798944883	1	3	3	100	10569	SLU7	s20741
10569	6	N05	2.2	8	168	0.000205470798944883	1	3	3	100	10569	SLU7	s20740
84844	4	P19	2.99	9	74	0.000278845686869429	1	3	3	100	84844	PHF5A	s39505
84844	5	O19	2.87	10	80	0.000278845686869429	1	3	3	100	84844	PHF5A	s39507
84844	4	O19	2.07	11	187	0.000278845686869429	1	3	3	100	84844	PHF5A	s39506
983	3	A19	5.01	12	11	0.000341756240013406	1	3	3	100	983	CDC2	s463
983	2	A19	4.02	13	31	0.000341756240013406	1	3	3	100	983	CDC2	s465
1111	3	C03	3.43	15	46	0.000467741152168075	1	3	3	100	1111	CHEK1	s504
1111	1	C03	2.18	16	171	0.000467741152168075	1	3	3	100	1111	CHEK1	s502
1111	2	C03	1.88	17	221	0.000467741152168075	1	3	3	100	1111	CHEK1	s503
701	7	K19	5.09	18	10	0.000527245583321657	1	3	3	100	701	BUB1B	s260
701	6	K19	2.54	19	111	0.000527245583321657	1	3	3	100	701	BUB1B	s259
701	8	K19	1.85	20	229	0.000527245583321657	1	3	3	100	701	BUB1B	s261
8794	6	C21	3.6	21	40	0.000631158564969252	1	2	3	67	8794	TNFRSF10C	s16753
8794	8	C21	3.56	22	42	0.000631158564969252	1	2	3	67	8794	TNFRSF10C	s16755
23636	8	A02	4.31	23	23	0.000932653403018936	1	3	3	100	23636	NUP62	s24249
23636	7	A02	3.35	24	51	0.000932653403018936	1	3	3	100	23636	NUP62	s24248
5111	6	M18	3.58	25	41	0.00129198107235379	1	3	3	100	5111	PCNA	s10133
5111	7	M18	3.19	26	60	0.00129198107235379	1	3	3	100	5111	PCNA	s10134
7272	7	O02	4.77	27	12	0.00161119866514464	1	2	3	67	7272	TTK	s121
7272	6	O02	3.06	28	67	0.00161119866514464	1	2	3	67	7272	TTK	s120
7514	8	O01	2.47	29	123	0.00179499118768119	1	3	3	100	7514	XPO1	s14939
7514	7	O01	2.09	30	183	0.00179499118768119	1	3	3	100	7514	XPO1	s14938
7514	6	O01	1.41	31	346	0.00179499118768119	1	3	3	100	7514	XPO1	s14937
63978	1	N03	3.05	32	69	0.00212716114436147	1	2	3	67	63978	PRDM14	s34354
63978	2	N03	2.93	33	76	0.00212716114436147	1	2	3	67	63978	PRDM14	s34352
3065	3	G01	4.76	34	13	0.00235318827953236	1	3	3	100	3065	HDAC1	s75
3065	2	G01	2.86	35	81	0.00235318827953236	1	3	3	100	3065	HDAC1	s74
4236	7	O22	1.7	36	264	0.00294317124979604	1	3	3	100	4236	MFAP1	s8707
4236	8	O22	1.39	37	353	0.00294317124979604	1	3	3	100	4236	MFAP1	s8708
4236	6	O22	1.24	38	406	0.00294317124979604	1	3	3	100	4236	MFAP1	s8706
9913	1	G14	5.51	39	4	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19221
9913	3	G14	2.01	40	196	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19223
9913	2	G14	1.23	41	410	0.00300857295216063	1	3	3	100	9913	SUPT7L	s19222
10228	6	E06	2.73	42	92	0.00343806309436725	1	2	3	67	10228	STX6	s19958
10228	8	E06	2.66	43	98	0.00343806309436725	1	2	3	67	10228	STX6	s19960
54556	1	F19	3.27	44	55	0.00409324755982509	1	2	3	67	54556	ING3	s224303
54556	2	F19	2.59	45	106	0.00409324755982509	1	2	3	67	54556	ING3	s29201
10036	5	C07	7.1	46	2	0.00440226966746424	1	3	3	100	10036	CHAF1A	s19500
10036	4	C07	2.54	47	112	0.00440226966746424	1	3	3	100	10036	CHAF1A	s19501
23165	7	D11	4.58	48	17	0.00470317220430063	1	3	3	100	23165	NUP205	s23176
23165	8	D11	3.48	49	44	0.00470317220430063	1	3	3	100	23165	NUP205	s23177
23165	6	D11	1.07	50	475	0.00470317220430063	1	3	3	100	23165	NUP205	s23175
642636	6	E02	2.74	51	90	0.00496932553659287	1	3	3	100	642636		s55074
642636	7	E02	2.52	52	117	0.00496932553659287	1	3	3	100	642636		s55075
7874	5	J07	1.47	53	331	0.00506713427961692	1	3	3	100	7874	USP7	s15440
7874	5	I08	1.17	54	432	0.00506713427961692	1	3	3	100	7874	USP7	s15441
7874	4	I08	1.04	55	485	0.00506713427961692	1	3	3	100	7874	USP7	s15439
26054	8	F06	1.89	56	218	0.00519250140964568	1	3	3	100	26054	SENP6	s25025
26054	6	F06	1.25	57	405	0.00519250140964568	1	3	3	100	26054	SENP6	s25023
26054	7	F06	1.03	58	492	0.00519250140964568	1	3	3	100	26054	SENP6	s25024
6790	1	M11	3.16	59	62	0.00528787178533951	1	3	3	100	6790	AURKA	s196
6790	2	M11	1.83	60	237	0.00528787178533951	1	3	3	100	6790	AURKA	s197
6790	3	M11	1.03	61	493	0.00528787178533951	1	3	3	100	6790	AURKA	s195
1642	5	H09	4.18	62	26	0.00611058285076922	1	3	3	100	1642	DDB1	s3979
1642	4	G10	2.41	63	129	0.00611058285076922	1	3	3	100	1642	DDB1	s3980
9631	8	O08	1.34	64	371	0.00612842988996165	1	3	3	100	9631	NUP155	s18514
9631	6	O08	1.03	65	494	0.00612842988996165	1	3	3	100	9631	NUP155	s18512
9631	7	O08	0.97	66	519	0.00612842988996165	1	3	3	100	9631	NUP155	s18513
2033	3	C19	5.4	67	6	0.00630913012174768	1	1	3	33	2033	EP300	s4695
9730	2	E20	2.36	68	140	0.00689976077520815	1	3	3	100	9730	VPRBP	s18761
9730	1	E20	2.07	69	188	0.00689976077520815	1	3	3	100	9730	VPRBP	s18762
9730	3	E20	0.91	70	540	0.00689976077520815	1	3	3	100	9730	VPRBP	s18763
3275	2	G07	2.62	71	101	0.00705365352688321	1	3	3	100	3275	PRMT2	s6916
3275	1	G07	2.22	72	164	0.00705365352688321	1	3	3	100	3275	PRMT2	s6915
3275	3	G07	0.9	73	545	0.00705365352688321	1	3	3	100	3275	PRMT2	s6914
7348	8	F03	5.36	74	7	0.00735806488938842	1	3	3	100	7348	UPK1B	s14624
55080	6	H12	1.49	75	324	0.00777452024475355	1	3	3	100	55080	TAPBPL	s30123
55080	7	H12	1	76	509	0.00777452024475355	1	3	3	100	55080	TAPBPL	s30124
55080	8	H12	0.88	77	558	0.00777452024475355	1	3	3	100	55080	TAPBPL	s229969
676	2	A17	4.25	78	25	0.00802529272618	1	3	3	100	676	BRDT	s2087
676	1	A17	1.55	79	303	0.00802529272618	1	3	3	100	676	BRDT	s2088
676	3	A17	0.87	80	568	0.00802529272618	1	3	3	100	676	BRDT	s2086
9557	4	C01	1.61	81	288	0.00815267622842523	1	3	3	100	9557	CHD1L	s18358
9557	5	C01	1.08	82	472	0.00815267622842523	1	3	3	100	9557	CHD1L	s18356
9557	4	D01	0.86	83	572	0.00815267622842523	1	3	3	100	9557	CHD1L	s18357
10943	4	C19	5.21	84	8	0.00840626123058211	1	2	3	67	10943	MSL3	s223169
7341	7	I08	2.39	85	134	0.00880984716502861	1	3	3	100	7341	SUMO1	s14608
7341	8	I08	0.97	86	520	0.00880984716502861	1	3	3	100	7341	SUMO1	s14609
7341	6	I08	0.83	87	584	0.00880984716502861	1	3	3	100	7341	SUMO1	s14607
11000	6	F07	2.32	88	144	0.00895313153676412	1	2	3	67	11000	SLC27A3	s21657
11000	7	F07	2.25	89	158	0.00895313153676412	1	2	3	67	11000	SLC27A3	s21658
84619	4	P13	5.13	90	9	0.00945371940533855	1	3	3	100	84619	ZGPAT	s39186
64426	2	N07	1.83	91	238	0.00959627289089743	1	3	3	100	64426	SUDS3	s34742
64426	1	N07	1.62	92	285	0.00959627289089743	1	3	3	100	64426	SUDS3	s34741
