GeneID	GeneSymbol	median_score
57661	PHRF1	-20.42
9212	AURKB	-13.61
113130	CDCA5	-8.63
10569	SLU7	-8.43
151648	SGOL1	-7.7
7272	TTK	-7.55
5685	PSMA4	-6.51
983	CDC2	-6.15
676	BRDT	-5.44
55706	TMEM48	-4.54
23030	KDM4B	-3.875
642636	NA	-3.83
7862	BRPF1	-3.63
8520	HAT1	-3.54
9682	KDM4A	-3.48
4236	MFAP1	-3.31
23165	NUP205	-3.28
23636	NUP62	-3.18
8850	KAT2B	-3.04
4000	LMNA	-2.95
6596	HLTF	-2.94
3838	KPNA2	-2.91
83933	HDAC10	-2.85
701	BUB1B	-2.8
2033	EP300	-2.59
4085	MAD2L1	-2.55
100137047	JMJD7	-2.43
9688	NUP93	-2.41
8086	AAAS	-2.4
84844	PHF5A	-2.39
8815	BANF1	-2.38
5977	DPF2	-2.36
6801	STRN	-2.25
9631	NUP155	-2.21
9063	PIAS2	-2.17
3621	ING1	-2.17
23399	DULLARD	-2.17
4998	ORC1L	-2.13
64426	SUDS3	-1.95
55266	TMEM19	-1.94
6500	SKP1	-1.93
84295	PHF6	-1.87
9866	TRIM66	-1.82
23063	WAPAL	-1.82
6790	AURKA	-1.76
2962	GTF2F1	-1.76
84522	JAGN1	-1.76
91782	CHMP7	-1.75
8473	OGT	-1.75
255043	TMEM86B	-1.74
5903	RANBP2	-1.74
51230	PHF20	-1.71
84261	FBXW9	-1.68
9426	CDY2A	-1.68
83860	TAF3	-1.68
6795	AURKC	-1.67
54892	NCAPG2	-1.63
196541	METTL21C	-1.62
55352	C17orf79	-1.61
2138	EYA1	-1.58
84787	SUV420H2	-1.55
83903	GSG2	-1.52
10902	BRD8	-1.51
8841	HDAC3	-1.49
3836	KPNA1	-1.49
29943	PADI1	-1.48
84939	MUM1	-1.46
23673	STX12	-1.45
51131	PHF11	-1.42
8314	BAP1	-1.39
10419	PRMT5	-1.38
85365	ALG2	-1.33
11176	BAZ2A	-1.33
23339	VPS39	-1.32
55627	SMPD4	-1.3
10195	ALG3	-1.27
10282	BET1	-1.23
129401	NUP35	-1.23
10285	SMNDC1	-1.22
51026	GOLT1B	-1.21
22845	DOLK	-1.2
51460	SFMBT1	-1.2
10389	SCML2	-1.19
138474	TAF1L	-1.17
55193	PBRM1	-1.16
6612	SUMO3	-1.16
10743	RAI1	-1.15
10228	STX6	-1.13
3684	ITGAM	-1.12
79913	ACTR5	-1.11
10948	STARD3	-1.11
7329	UBE2I	-1.11
6883	TAF12	-1.1
51592	TRIM33	-1.1
29072	SETD2	-1.1
