UserName,TestId,TestName,TestDateTime,OperationId,OpTime,ProcName,Tip,SampleId,Rack,Well,SrcRack,SrcWell,Volume,ErrorText,Response Text
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,769,123,siRNA Dilution Buffer,1,SRC0001,HT00026,A1,Reservior_001,A1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,770,123,siRNA Dilution Buffer,2,SRC0002,HT00026,B1,Reservior_001,B1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,771,123,siRNA Dilution Buffer,3,SRC0003,HT00026,C1,Reservior_001,C1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,772,123,siRNA Dilution Buffer,4,SRC0004,HT00026,D1,Reservior_001,D1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,773,123,siRNA Dilution Buffer,5,SRC0005,HT00026,E1,Reservior_001,E1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,774,123,siRNA Dilution Buffer,6,SRC0006,HT00026,F1,Reservior_001,F1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,775,123,siRNA Dilution Buffer,7,SRC0007,HT00026,G1,Reservior_001,G1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,776,123,siRNA Dilution Buffer,8,SRC0008,HT00026,H1,Reservior_001,H1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,777,123,siRNA Dilution Buffer,9,SRC0009,HT00026,I1,Reservior_001,I1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,778,123,siRNA Dilution Buffer,10,SRC0010,HT00026,J1,Reservior_001,J1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,779,123,siRNA Dilution Buffer,11,SRC0011,HT00026,K1,Reservior_001,K1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,780,123,siRNA Dilution Buffer,12,SRC0012,HT00026,L1,Reservior_001,L1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,781,123,siRNA Dilution Buffer,13,SRC0013,HT00026,M1,Reservior_001,M1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,782,123,siRNA Dilution Buffer,14,SRC0014,HT00026,N1,Reservior_001,N1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,783,123,siRNA Dilution Buffer,15,SRC0015,HT00026,O1,Reservior_001,O1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,784,123,siRNA Dilution Buffer,16,SRC0016,HT00026,P1,Reservior_001,P1,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,785,123,siRNA Dilution Buffer,17,SRC0017,HT00026,A2,Reservior_001,A2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,786,123,siRNA Dilution Buffer,18,SRC0018,HT00026,B2,Reservior_001,B2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,787,123,siRNA Dilution Buffer,19,SRC0019,HT00026,C2,Reservior_001,C2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,788,123,siRNA Dilution Buffer,20,SRC0020,HT00026,D2,Reservior_001,D2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,789,123,siRNA Dilution Buffer,21,SRC0021,HT00026,E2,Reservior_001,E2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,790,123,siRNA Dilution Buffer,22,SRC0022,HT00026,F2,Reservior_001,F2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,791,123,siRNA Dilution Buffer,23,SRC0023,HT00026,G2,Reservior_001,G2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,792,123,siRNA Dilution Buffer,24,SRC0024,HT00026,H2,Reservior_001,H2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,793,123,siRNA Dilution Buffer,25,SRC0025,HT00026,I2,Reservior_001,I2,27.6,,
JANUS,572,STEP3_Make_3_Daughter_Plates.pro,7/11/2016 3:54:57 PM,794,123,siRNA Dilution Buffer,26,SRC0026,HT00026,J2,Reservior_001,J2,27.6,,
